time,alb_EGP,lat_EGP,lon_EGP,cloud_EGP
2020-07-04,0.8,75.625788,-35.9723,0.6243
2020-07-05,0.8383,75.625791,-35.972303,0.7835
2020-07-06,0.8101,75.625786,-35.972292,0.7105
2020-07-07,0.8128,75.625792,-35.972286,0.6823
2020-07-08,0.81,75.625792,-35.972285,0.5599
2020-07-09,0.8492,75.625793,-35.972274,0.7887
2020-07-10,0.8289,75.625797,-35.97229,0.5534
2020-07-11,0.8193,75.625797,-35.972264,0.6802
2020-07-12,0.8927,75.625794,-35.972273,0.8952
2020-07-13,0.8169,75.625805,-35.972278,0.4542
2020-07-14,0.8006,75.625801,-35.972269,0.2437
2020-07-15,0.7951,75.625806,-35.972263,0.577
2020-07-16,0.8381,75.625804,-35.97224,0.7588
2020-07-17,0.8098,75.625796,-35.972255,0.6346
2020-07-18,0.7862,75.625802,-35.972239,0.4687
2020-07-19,0.844,75.625805,-35.972263,0.7793
2020-07-20,0.8499,75.625809,-35.972254,0.7477
2020-07-21,0.8437,75.625808,-35.972252,0.769
2020-07-22,0.8451,75.625807,-35.972242,0.7784
2020-07-23,0.8488,75.625806,-35.972226,0.8177
2020-07-24,0.8315,75.625815,-35.972234,0.6448
2020-07-25,0.8201,75.625813,-35.972216,0.4885
2020-07-26,0.8664,75.625816,-35.972221,0.9385
2020-07-27,0.867,75.625813,-35.972221,0.8143
2020-07-28,0.8607,75.625816,-35.972212,0.7911
2020-07-29,0.879,75.625812,-35.972209,0.9002
2020-07-30,0.8468,75.625824,-35.972224,0.7325
2020-07-31,0.8077,75.62582,-35.972217,0.3962
2020-08-01,0.7975,75.625816,-35.972196,0.2918
2020-08-02,0.7683,75.625817,-35.972191,0.581
2020-08-03,0.7991,75.62582,-35.972203,0.4419
2020-08-04,0.8036,75.625821,-35.972195,0.5871
2020-08-05,0.846,75.625828,-35.972197,0.6629
2020-08-06,0.8433,75.625827,-35.97219,0.6351
2020-08-07,0.8636,75.625825,-35.972192,0.7547
2020-08-08,0.8568,75.625832,-35.972187,0.7109
2020-08-09,0.8186,75.625835,-35.972199,0.5002
2020-08-10,0.7614,75.625826,-35.972174,0.6765
2020-08-11,0.8568,75.625831,-35.97218,0.6992
2020-08-12,0.8132,75.625832,-35.972167,0.4431
2020-08-13,0.8856,75.62583,-35.972165,0.9123
2020-08-14,0.8739,75.625833,-35.97217,0.9299
2020-08-15,0.8571,75.625837,-35.972171,0.8098
2020-08-16,0.8523,75.625837,-35.972161,0.7143
2020-08-17,0.836,75.625829,-35.972149,0.6366
2020-08-18,0.8103,75.625837,-35.972148,0.5643
2020-08-19,0.8526,75.625836,-35.972149,0.7587
2020-08-20,0.8819,75.625842,-35.972155,0.9187
2020-08-21,0.8712,75.625839,-35.972143,0.8142
2020-08-22,0.8379,75.625842,-35.972151,0.7031
2020-08-23,0.8415,75.625846,-35.972143,0.7895
2020-08-24,0.8303,75.625844,-35.97213,0.618
2020-08-25,0.8355,75.625851,-35.972137,0.6917
2020-08-26,0.8088,75.625854,-35.972128,0.4292
2020-08-27,0.8391,75.625851,-35.97212,0.7118
2020-08-28,0.819,75.625851,-35.972124,0.6345
2020-08-29,0.8237,75.625855,-35.972126,0.855
2020-08-30,0.7563,75.62585,-35.972108,0.6272
2020-08-31,0.6791,75.625855,-35.972105,0.6575
2020-09-01,0.7585,75.625852,-35.972108,0.69
2020-09-02,0.8309,75.625855,-35.972112,0.8139
2020-09-03,0.8023,75.625854,-35.972096,0.8469
2020-09-04,0.6799,75.625861,-35.972103,0.5841
2020-09-05,0.7014,75.62586,-35.972085,0.5975
2020-09-06,0.7761,75.625857,-35.972103,0.7531
2020-09-07,0.8279,75.625862,-35.972083,0.7806
2021-05-01,0.7828,75.626145,-35.971328,0.2899
2021-05-02,0.7763,75.626139,-35.971315,0.1936
2021-05-03,0.7809,75.626141,-35.971316,0.2711
2021-05-04,0.7806,75.626143,-35.971316,0.3314
2021-05-05,0.785,75.626147,-35.971315,0.4725
2021-05-06,0.7817,75.626144,-35.971299,0.3774
2021-05-07,0.7827,75.62615,-35.971317,0.3905
2021-05-08,0.7869,75.626149,-35.971302,0.3121
2021-05-09,0.7787,75.626147,-35.971308,0.2991
2021-05-10,0.7833,75.626149,-35.971307,0.3489
2021-05-11,0.7879,75.626156,-35.971281,0.3532
2021-05-12,0.7862,75.626153,-35.971302,0.2662
2021-05-13,0.7879,75.626155,-35.97129,0.276
2021-05-14,0.7851,75.626155,-35.971288,0.2794
2021-05-15,0.7809,75.626158,-35.971295,0.3482
2021-05-16,0.7769,75.626157,-35.971282,0.3036
2021-05-17,0.7732,75.626163,-35.971287,0.415
2021-05-18,0.7876,75.626163,-35.971288,0.3318
2021-05-19,0.7819,75.626167,-35.971283,0.2765
2021-05-20,0.7804,75.626167,-35.97128,0.3469
2021-05-21,0.777,75.626166,-35.971289,0.2923
2021-05-22,0.7816,75.626172,-35.97128,0.2502
2021-05-23,0.774,75.626174,-35.971278,0.2887
2021-05-24,0.7746,75.62617,-35.971269,0.36
2021-05-25,0.7767,75.626168,-35.971268,0.2908
2021-05-26,0.779,75.626173,-35.971262,0.2044
2021-05-27,0.7883,75.626174,-35.97127,0.2616
2021-05-28,0.7716,75.626175,-35.971248,0.2392
2021-05-29,0.7714,75.626173,-35.97126,0.23
2021-05-30,0.8135,75.626174,-35.971258,0.5755
2021-05-31,0.7992,75.626175,-35.971235,0.4684
2021-06-01,0.7991,75.626175,-35.97125,0.3726
2021-06-02,0.7934,75.626178,-35.971248,0.4447
2021-06-03,0.7877,75.626182,-35.971255,0.2028
2021-06-04,0.7768,75.626183,-35.971244,0.1562
2021-06-05,0.7827,75.62618,-35.971256,0.2382
2021-06-06,0.777,75.626183,-35.971252,0.3329
2021-06-07,0.7707,75.626184,-35.971244,0.4506
2021-06-08,0.7863,75.626192,-35.971228,0.3845
2021-06-09,0.8188,75.626191,-35.971228,0.6822
2021-06-10,0.8348,75.626188,-35.971234,0.8399
2021-06-11,0.8512,75.626193,-35.971239,0.7248
2021-06-12,0.8325,75.626193,-35.971205,0.6647
2021-06-13,0.8087,75.626186,-35.971203,0.5483
2021-06-14,0.8198,75.626193,-35.971218,0.5742
2021-06-15,0.834,75.626198,-35.971212,0.7242
2021-06-16,0.8004,75.626195,-35.971194,0.5183
2021-06-17,0.781,75.626196,-35.971196,0.2305
2021-06-18,0.7905,75.6262,-35.971209,0.3978
2021-06-19,0.8236,75.626198,-35.971212,0.576
2021-06-20,0.8154,75.626202,-35.97121,0.5401
2021-06-21,0.7884,75.6262,-35.971203,0.2742
2021-06-22,0.7883,75.626199,-35.971192,0.3631
2021-06-23,0.7776,75.626199,-35.971173,0.1996
2021-06-24,0.7919,75.626203,-35.971171,0.2623
2021-06-25,0.8246,75.626203,-35.971181,0.5899
2021-06-26,0.85,75.626212,-35.97119,0.7329
2021-06-27,0.7842,75.626207,-35.971165,0.2719
2021-06-28,0.793,75.62621,-35.97116,0.5197
2021-06-29,0.8354,75.626211,-35.971163,0.6477
2021-06-30,0.8319,75.626213,-35.971158,0.6495
2021-07-01,0.8198,75.626216,-35.97117,0.4984
2021-07-02,0.7882,75.626217,-35.971151,0.213
2021-07-03,0.7909,75.62622,-35.971179,0.2377
2021-07-04,0.7887,75.626218,-35.971159,0.2107
2021-07-05,0.8038,75.626218,-35.971128,0.5346
2021-07-06,0.8173,75.626219,-35.971149,0.5365
2021-07-07,0.8164,75.626218,-35.971148,0.5036
2021-07-08,0.8615,75.626219,-35.971129,0.8195
2021-07-09,0.8052,75.626221,-35.971125,0.4152
2021-07-10,0.7889,75.626223,-35.971126,0.2441
2021-07-11,0.7887,75.62622,-35.971123,0.3119
2021-07-12,0.8002,75.626226,-35.971119,0.3532
2021-07-13,0.812,75.626223,-35.971115,0.5677
2021-07-14,0.8307,75.626227,-35.971118,0.6016
2021-07-15,0.8706,75.626227,-35.971109,0.8613
2021-07-16,0.7831,75.626228,-35.971111,0.535
2021-07-17,0.8136,75.626234,-35.97112,0.2975
2021-07-18,0.7973,75.626233,-35.971101,0.2798
2021-07-19,0.8095,75.626236,-35.971112,0.5937
2021-07-20,0.8452,75.626237,-35.971105,0.8378
2021-07-21,0.8392,75.626236,-35.971083,0.7851
2021-07-22,0.7822,75.626238,-35.971091,0.3912
2021-07-23,0.819,75.62623,-35.971083,0.6666
2021-07-24,0.8172,75.626235,-35.971061,0.6764
2021-07-25,0.7726,75.626242,-35.971087,0.5072
2021-07-26,0.7798,75.626238,-35.97107,0.4472
2021-07-27,0.7982,75.626243,-35.971073,0.5608
2021-07-28,0.8106,75.626243,-35.971072,0.718
2021-07-29,0.7883,75.626244,-35.971072,0.6594
2021-07-30,0.8607,75.626251,-35.971068,0.9109
2021-07-31,0.8065,75.626245,-35.971066,0.6929
2021-08-01,0.7786,75.62625,-35.971071,0.4164
2021-08-02,0.7415,75.626252,-35.971073,0.3872
2021-08-03,0.7807,75.626252,-35.971053,0.6531
2021-08-04,0.7196,75.62625,-35.971059,0.4441
2021-08-05,0.7848,75.626248,-35.971032,0.4869
2021-08-06,0.7245,75.626256,-35.971029,0.5049
2021-08-07,0.7748,75.626255,-35.971036,0.5075
2021-08-08,0.751,75.626255,-35.971013,0.3638
2021-08-09,0.7778,75.626261,-35.97103,0.3537
2021-08-10,0.8091,75.626256,-35.971028,0.4815
2021-08-11,0.8187,75.626263,-35.971025,0.6084
2021-08-12,0.8693,75.626256,-35.971023,0.8978
2021-08-13,0.8195,75.626263,-35.971035,0.5849
2021-08-14,0.8701,75.626257,-35.971004,0.6875
2021-08-15,0.8228,75.626268,-35.971034,0.5358
2021-08-16,0.8289,75.626264,-35.971023,0.5945
2021-08-17,0.8368,75.626266,-35.971022,0.7683
2021-08-18,0.7131,75.626273,-35.970993,0.673
2021-08-19,0.7047,75.62627,-35.970986,0.8185
2021-08-20,0.7342,75.626274,-35.970978,0.891
2021-08-21,0.7114,75.626268,-35.970972,0.6261
2021-08-22,0.7011,75.626276,-35.970986,0.647
2021-08-23,0.7085,75.626278,-35.970961,0.655
2021-08-24,0.7064,75.626276,-35.970984,0.7221
2021-08-25,0.6984,75.626279,-35.970965,0.534
2021-08-26,0.7201,75.626285,-35.97095,0.707
2021-08-27,0.8371,75.626281,-35.970957,0.8564
2021-08-28,0.7322,75.626281,-35.970944,0.7218
2021-08-29,0.7416,75.62628,-35.970955,0.88
2021-08-30,0.7448,75.626292,-35.970963,0.9125
2021-08-31,0.7386,75.626287,-35.970959,0.8905
2021-09-01,0.7161,75.626285,-35.970941,0.8442
2021-09-02,0.6658,75.626289,-35.97095,0.6475
2021-09-03,0.6361,75.62629,-35.970932,0.5626
2021-09-04,0.6191,75.626296,-35.970934,0.5766
2021-09-05,0.6285,75.626288,-35.970909,0.7428
2021-09-06,0.6106,75.626298,-35.970918,0.6326
2021-09-07,0.7307,75.626291,-35.970932,0.783
2022-05-01,0.7231,75.626563,-35.97017,0.5616
2022-05-02,0.6912,75.626572,-35.970157,0.5095
2022-05-03,0.6776,75.626574,-35.970178,0.5441
2022-05-04,0.6696,75.62658,-35.97016,0.5155
2022-05-05,0.6845,75.626582,-35.970171,0.5651
2022-05-06,0.6856,75.626573,-35.970165,0.5497
2022-05-07,0.6862,75.626562,-35.970171,0.4713
2022-05-08,0.6828,75.626573,-35.970154,0.4687
2022-05-09,0.6698,75.626583,-35.970154,0.5429
2022-05-10,0.6831,75.626575,-35.970158,0.5476
2022-05-11,0.6926,75.62658,-35.970142,0.5957
2022-05-12,0.6817,75.626589,-35.97014,0.497
2022-05-13,0.68,75.626579,-35.970136,0.4776
2022-05-14,0.675,75.626581,-35.970133,0.4644
2022-05-15,0.6733,75.626594,-35.970124,0.4477
2022-05-16,0.677,75.626579,-35.970117,0.4246
2022-05-17,0.6709,75.626592,-35.970128,0.4307
2022-05-18,0.5899,75.62659,-35.97012,0.5746
2022-05-19,0.6358,75.626586,-35.970121,0.4831
2022-05-20,0.6738,75.62658,-35.970102,0.4362
2022-05-21,0.6892,75.626588,-35.970094,0.428
2022-05-22,0.704,75.626591,-35.970097,0.5407
2022-05-23,0.7011,75.626594,-35.970102,0.4838
2022-05-24,0.7063,75.626594,-35.970113,0.6192
2022-05-25,0.6929,75.626602,-35.970108,0.5409
2022-05-26,0.6879,75.626598,-35.970101,0.4911
2022-05-27,0.6886,75.626595,-35.970078,0.4317
2022-05-28,0.7037,75.626596,-35.970106,0.5135
2022-05-29,0.6912,75.626604,-35.970092,0.3979
2022-05-30,0.7052,75.626603,-35.970088,0.5482
2022-05-31,0.7327,75.626612,-35.970089,0.8029
2022-06-01,0.703,75.626613,-35.970144,0.4803
2022-06-02,0.6973,75.626602,-35.970139,0.3649
2022-06-03,0.6942,75.626611,-35.97011,0.3838
2022-06-04,0.7447,75.626607,-35.970083,0.8543
2022-06-05,0.7403,75.626616,-35.970101,0.8082
2022-06-06,0.7259,75.626607,-35.970094,0.7568
2022-06-07,0.7064,75.626616,-35.970085,0.6037
2022-06-08,0.6997,75.626608,-35.970107,0.4129
2022-06-09,0.7037,75.626616,-35.97009,0.4765
2022-06-10,0.698,75.626614,-35.970048,0.4677
2022-06-11,0.6916,75.626616,-35.970061,0.4093
2022-06-12,0.6895,75.626618,-35.970058,0.4185
2022-06-13,0.6922,75.626619,-35.970089,0.3949
2022-06-14,0.7006,75.626623,-35.970071,0.519
2022-06-15,0.6921,75.626625,-35.970054,0.4198
2022-06-16,0.6922,75.626626,-35.970038,0.4573
2022-06-17,0.7434,75.626628,-35.970034,0.7084
2022-06-18,0.7155,75.626633,-35.970021,0.6215
2022-06-19,0.7272,75.626628,-35.970045,0.7763
2022-06-20,0.7374,75.626638,-35.970026,0.909
2022-06-21,0.7566,75.626638,-35.970023,0.9312
2022-06-22,0.7363,75.626634,-35.970042,0.847
2022-06-23,0.7363,75.626641,-35.970032,0.7654
2022-06-24,0.7295,75.626636,-35.970013,0.767
2022-06-25,0.7128,75.626641,-35.970012,0.6279
2022-06-26,0.6916,75.626641,-35.970014,0.5138
2022-06-27,0.6977,75.626641,-35.969995,0.5391
2022-06-28,0.7307,75.626647,-35.970013,0.9297
2022-06-29,0.7064,75.626647,-35.970017,0.6417
2022-06-30,0.7319,75.626644,-35.970002,0.8211
2022-07-01,0.7301,75.626647,-35.970002,0.8247
2022-07-02,0.7085,75.626649,-35.969989,0.6373
2022-07-03,0.7522,75.626659,-35.969987,0.9358
2022-07-04,0.754,75.626654,-35.969993,0.923
2022-07-05,0.6953,75.626653,-35.969973,0.5672
2022-07-06,0.6872,75.62665,-35.969967,0.4334
2022-07-07,0.7251,75.626652,-35.969965,0.8409
2022-07-08,0.7446,75.62666,-35.96995,0.8546
2022-07-09,0.761,75.626657,-35.969966,0.9004
2022-07-10,0.7241,75.62666,-35.969949,0.6525
2022-07-11,0.7461,75.626658,-35.969975,0.9345
2022-07-12,0.712,75.62665,-35.969957,0.699
2022-07-13,0.746,75.626651,-35.969955,0.8696
2022-07-14,0.7579,75.626667,-35.969956,0.9313
2022-07-15,0.7202,75.626665,-35.969942,0.6827
2022-07-16,0.7687,75.626657,-35.969942,0.9442
2022-07-17,0.7656,75.626663,-35.969947,0.9666
2022-07-18,0.7516,75.626665,-35.969924,0.9432
2022-07-19,0.7395,75.626666,-35.969928,0.8709
2022-07-20,0.7187,75.62667,-35.969931,0.8023
2022-07-21,0.6932,75.626672,-35.969945,0.6345
2022-07-22,0.7217,75.626674,-35.96993,0.6612
2022-07-23,0.7118,75.62667,-35.969927,0.749
2022-07-24,0.7256,75.626675,-35.969905,0.9452
2022-07-25,0.7435,75.626678,-35.969896,0.7729
2022-07-26,0.7224,75.626678,-35.969892,0.7303
2022-07-27,0.6453,75.626678,-35.969903,0.5429
2022-07-28,0.6088,75.626672,-35.969897,0.5966
2022-07-29,0.6571,75.626681,-35.969902,0.5856
2022-07-30,0.6864,75.626677,-35.969897,0.6501
2022-07-31,0.7094,75.626682,-35.969886,0.7492
2022-08-01,0.6306,75.626685,-35.969903,0.6093
2022-08-02,0.6679,75.626684,-35.969876,0.5216
2022-08-03,0.6624,75.626685,-35.969888,0.6052
2022-08-04,0.676,75.626689,-35.969868,0.6658
2022-08-05,0.7458,75.626691,-35.969878,0.959
2022-08-06,0.7048,75.626678,-35.969866,0.7794
2022-08-07,0.7102,75.626691,-35.96988,0.806
2022-08-08,0.678,75.62669,-35.969878,0.7526
2022-08-09,0.7143,75.626692,-35.969842,0.7352
2022-08-10,0.745,75.626693,-35.969852,0.9088
2022-08-11,0.7866,75.626689,-35.969852,0.9647
2022-08-12,0.7719,75.62669,-35.969838,0.9427
2022-08-13,0.7353,75.626694,-35.969832,0.9146
2022-08-14,0.6954,75.6267,-35.969849,0.6573
2022-08-15,0.7047,75.626698,-35.969836,0.6749
2022-08-16,0.6614,75.626698,-35.969824,0.5646
2022-08-17,0.5723,75.626703,-35.969856,0.6088
2022-08-18,0.6617,75.626695,-35.969824,0.9437
2022-08-19,0.601,75.626699,-35.969825,0.7741
2022-08-20,0.6703,75.6267,-35.969822,0.6582
2022-08-21,0.6172,75.626705,-35.969796,0.6607
2022-08-22,0.5867,75.626705,-35.969818,0.7026
2022-08-23,0.6723,75.626705,-35.969801,0.7055
2022-08-24,0.7125,75.626704,-35.969789,0.7364
2022-08-25,0.61,75.626714,-35.969776,0.638
2022-08-26,0.6603,75.626708,-35.969818,0.707
2022-08-27,0.698,75.626704,-35.969819,0.9278
2022-08-28,0.5145,75.626709,-35.969814,0.7765
2022-08-29,0.6809,75.62671,-35.96981,0.8043
2022-08-30,0.6905,75.626718,-35.969788,0.6357
2022-08-31,0.7744,75.626715,-35.969805,0.8565
2022-09-01,0.8606,75.626725,-35.969784,0.8266
2022-09-02,0.675,75.626721,-35.969762,0.7137
2022-09-03,0.7289,75.626713,-35.96978,0.6495
2022-09-04,0.7443,75.626724,-35.969762,0.8334
2022-09-05,0.7221,75.626723,-35.969754,0.8289
2022-09-06,0.7086,75.626724,-35.969744,0.8177
2023-05-01,0.6984,75.627004,-35.969033,0.4577
2023-05-02,0.6935,75.627003,-35.969037,0.5089
2023-05-03,0.6942,75.627012,-35.969023,0.4887
2023-05-04,0.6961,75.627011,-35.96904,0.5362
2023-05-05,0.6946,75.627018,-35.969031,0.6024
2023-05-06,0.6874,75.627007,-35.969012,0.5749
2023-05-07,0.6981,75.627012,-35.969011,0.5159
2023-05-08,0.6958,75.627006,-35.969036,0.4672
2023-05-09,0.6898,75.627006,-35.96902,0.4257
2023-05-10,0.6792,75.627016,-35.969059,0.4477
2023-05-11,0.6927,75.627005,-35.969013,0.5402
2023-05-12,0.6938,75.627007,-35.969003,0.4824
2023-05-13,0.6783,75.627013,-35.969027,0.434
2023-05-14,0.6885,75.627008,-35.968987,0.5369
2023-05-15,0.6968,75.627017,-35.968993,0.5769
2023-05-16,0.6776,75.62701,-35.969002,0.452
2023-05-17,0.685,75.627018,-35.968998,0.4897
2023-05-18,0.6843,75.627019,-35.968982,0.4581
2023-05-19,0.6925,75.627025,-35.968981,0.5816
2023-05-20,0.735,75.627025,-35.968985,0.8004
2023-05-21,0.732,75.627016,-35.968976,0.799
2023-05-22,0.7315,75.627018,-35.968995,0.8198
2023-05-23,0.7028,75.627023,-35.968979,0.5062
2023-05-24,0.6833,75.627033,-35.968963,0.4503
2023-05-25,0.68,75.627025,-35.968966,0.4392
2023-05-26,0.6858,75.627031,-35.968959,0.4335
2023-05-27,0.6961,75.627029,-35.968957,0.5249
2023-05-28,0.7007,75.62703,-35.968944,0.6004
2023-05-29,0.6869,75.627037,-35.96898,0.3802
2023-05-30,0.6935,75.627043,-35.968941,0.5125
2023-05-31,0.7016,75.62704,-35.968965,0.5525
2023-06-01,0.7081,75.627042,-35.968918,0.6699
2023-06-02,0.7105,75.62704,-35.968941,0.5672
2023-06-03,0.7049,75.627039,-35.968954,0.4996
2023-06-04,0.71,75.627042,-35.968966,0.6888
2023-06-05,0.6952,75.627047,-35.968951,0.6095
2023-06-06,0.6871,75.627043,-35.968938,0.4166
2023-06-07,0.6847,75.627043,-35.96894,0.4105
2023-06-08,0.6854,75.627048,-35.968935,0.4676
2023-06-09,0.5221,75.627048,-35.968905,0.3997
2023-06-10,0.4312,75.627045,-35.968933,0.4573
2023-06-11,0.5321,75.62705,-35.968957,0.685
2023-06-12,0.623,75.627054,-35.968928,0.6209
2023-06-13,0.4788,75.627058,-35.968908,0.3675
2023-06-14,0.5235,75.627057,-35.968904,0.4687
2023-06-15,0.515,75.62707,-35.968909,0.5096
2023-06-16,0.5251,75.627065,-35.968891,0.4842
2023-06-17,0.7186,75.627059,-35.968885,0.9304
2023-06-18,0.6446,75.62705,-35.968897,0.7102
2023-06-19,0.5747,75.627051,-35.968874,0.4955
2023-06-20,0.5533,75.627056,-35.968862,0.4552
2023-06-21,0.6109,75.627052,-35.968907,0.6721
2023-06-22,0.8292,75.627162,-35.969325,0.3508
2023-06-23,0.7932,75.627197,-35.969368,0.4059
2023-06-24,0.786,75.627176,-35.969264,0.2545
2023-06-25,0.7794,75.627189,-35.969356,0.2863
2023-06-26,0.7796,75.627209,-35.969412,0.2992
2023-06-27,0.8001,75.62719,-35.969407,0.5185
2023-06-28,0.8121,75.6272,-35.969374,0.7419
2023-06-29,0.8528,75.627199,-35.969345,0.8115
2023-06-30,0.8449,75.627203,-35.969399,0.6798
2023-07-01,0.8145,75.627202,-35.969385,0.6833
2023-07-02,0.7731,75.627202,-35.969414,0.3436
2023-07-03,0.7461,75.627208,-35.96936,0.3051
2023-07-04,0.7527,75.62721,-35.969365,0.2524
2023-07-05,0.746,75.627215,-35.969417,0.2901
2023-07-06,0.7466,75.627203,-35.969352,0.3812
2023-07-07,0.7594,75.627223,-35.969276,0.5319
2023-07-08,0.8049,75.627201,-35.969338,0.7131
2023-07-09,0.7653,75.627216,-35.969358,0.5151
2023-07-10,0.8095,75.627221,-35.969346,0.7083
2023-07-11,0.799,75.627201,-35.969373,0.6986
2023-07-12,0.8144,75.627201,-35.969273,0.9031
2023-07-13,0.7843,75.627203,-35.969383,0.7351
2023-07-14,0.7852,75.62722,-35.969372,0.6934
2023-07-15,0.8334,75.627221,-35.96937,0.6674
2023-07-16,0.7665,75.62722,-35.969326,0.3837
2023-07-17,0.7672,75.627208,-35.969327,0.59
2023-07-18,0.8014,75.62722,-35.969317,0.6287
2023-07-19,0.7707,75.62722,-35.969318,0.6374
2023-07-20,0.7524,75.627215,-35.969313,0.5429
2023-07-21,0.7773,75.627215,-35.969286,0.6511
2023-07-22,0.7876,75.627238,-35.969285,0.5766
2023-07-23,0.7896,75.627235,-35.969304,0.6836
2023-07-24,0.8104,75.627244,-35.969298,0.8441
2023-07-25,0.7963,75.627216,-35.969315,0.8332
2023-07-26,0.8055,75.627231,-35.969245,0.7192
2023-07-27,0.8035,75.627246,-35.96932,0.711
2023-07-28,0.7951,75.627232,-35.969318,0.815
2023-07-29,0.7981,75.627229,-35.969317,0.7125
2023-07-30,0.7935,75.627243,-35.969336,0.5401
2023-07-31,0.7829,75.627233,-35.969304,0.6263
2023-08-01,0.7876,75.627243,-35.9693,0.5153
2023-08-02,0.7625,75.62725,-35.969301,0.4316
2023-08-03,0.7598,75.627248,-35.969306,0.35
2023-08-04,0.7426,75.627251,-35.969272,0.4406
2023-08-05,0.8078,75.627252,-35.96929,0.7687
2023-08-06,0.7735,75.627245,-35.969262,0.7499
2023-08-07,0.8198,75.627255,-35.969292,0.8229
2023-08-08,0.7922,75.627232,-35.969194,0.7336
2023-08-09,0.7942,75.627252,-35.96931,0.6754
2023-08-10,0.8273,75.627253,-35.969253,0.8563
2023-08-11,0.7884,75.627238,-35.969252,0.4996
2023-08-12,0.7666,75.627233,-35.96925,0.5859
2023-08-13,0.8031,75.627246,-35.969256,0.7493
2023-08-14,0.8109,75.627258,-35.969217,0.6578
2023-08-15,0.7967,75.627268,-35.969245,0.8088
2023-08-16,0.8327,75.627238,-35.969259,0.8976
2023-08-17,0.7851,75.62727,-35.969244,0.7272
2023-08-18,0.7764,75.627252,-35.969224,0.7541
2023-08-19,0.8154,75.627258,-35.969216,0.6662
2023-08-20,0.7422,75.627256,-35.969262,0.6702
2023-08-21,0.8214,75.627274,-35.969149,0.754
2023-08-22,0.7834,75.627258,-35.969192,0.528
2023-08-23,0.7476,75.62726,-35.969191,0.3624
2023-08-24,0.7546,75.627263,-35.969233,0.4881
2023-08-25,0.7886,75.627268,-35.96917,0.5866
2023-08-26,0.7783,75.627269,-35.969169,0.6993
2023-08-27,0.7882,75.627273,-35.969198,0.7818
2023-08-28,0.8172,75.627262,-35.969172,0.7892
2023-08-29,0.7571,75.627281,-35.96918,0.4496
2023-08-30,0.8589,75.62727,-35.96915,0.5526
2023-08-31,0.8027,75.62727,-35.969169,0.4302
2023-09-01,0.7639,75.627263,-35.969163,0.51
2023-09-02,0.8457,75.627267,-35.969126,0.7211
2023-09-03,0.874,75.62727,-35.969161,0.8412
2023-09-04,0.7425,75.627279,-35.969156,0.8815
2023-09-05,0.7403,75.627268,-35.969162,0.5602
2023-09-06,0.8796,75.62728,-35.969179,0.9294
2023-09-07,0.8768,75.627284,-35.96916,0.999
2023-09-08,0.8508,75.627277,-35.969171,0.7803
