time,alb_KAN_L,lat_KAN_L,lon_KAN_L,cloud_KAN_L
2021-08-10,0.4992,67.094106,-49.962497,0.6823
2021-08-11,0.4719,67.094107,-49.962506,0.5658
2021-08-12,0.4763,67.094105,-49.962514,0.3369
2021-08-13,0.4528,67.094106,-49.96253,0.5571
2021-08-14,0.4899,67.094103,-49.962546,0.8268
2021-08-15,0.4593,67.094103,-49.962579,0.7353
2021-08-16,0.4774,67.094096,-49.962594,0.846
2021-08-17,0.4405,67.094097,-49.962596,0.2627
2021-08-18,0.4638,67.094111,-49.962588,0.853
2021-08-19,0.4839,67.094111,-49.962598,0.5112
2021-08-20,0.5008,67.094114,-49.962591,0.2549
2021-08-21,0.4989,67.094107,-49.962599,0.3901
2021-08-22,0.5049,67.094107,-49.96261,0.2082
2021-08-23,0.5073,67.094108,-49.962617,0.173
2021-08-24,0.5045,67.094104,-49.962625,0.2825
2021-08-25,0.5122,67.094103,-49.962633,0.7496
2021-08-26,0.4869,67.094105,-49.962641,0.63
2021-08-27,0.5648,67.094102,-49.962647,0.9392
2021-08-28,0.5331,67.094104,-49.962652,0.6646
2021-08-29,0.6976,67.094099,-49.96265,0.7806
2021-08-30,0.7587,67.0941,-49.96266,0.519
2021-08-31,0.7292,67.094098,-49.962664,0.1506
2021-09-01,0.7366,67.0941,-49.962674,0.0963
2021-09-02,0.683,67.094097,-49.962675,0.4062
2021-09-03,0.664,67.094096,-49.962678,0.2865
2021-09-04,0.6391,67.094097,-49.962677,0.8918
2021-09-05,0.6641,67.094094,-49.962677,0.3482
2021-09-06,0.6522,67.094096,-49.962688,0.1129
2021-09-07,0.8779,67.094094,-49.962694,0.9035
2021-09-08,0.8273,67.094091,-49.962707,0.6956
2021-09-09,0.875,67.094094,-49.962703,0.4683
2021-09-10,0.8769,67.09409,-49.962711,0.0908
2021-09-11,0.863,67.094088,-49.962715,0.2092
2021-09-12,0.8624,67.094094,-49.962721,0.9617
2021-09-13,0.738,67.09409,-49.962722,0.9938
2021-09-14,0.868,67.094092,-49.96272,0.8548
2021-09-15,0.8945,67.094087,-49.96273,0.3919
2021-09-16,0.8835,67.094087,-49.962739,0.1482
2021-09-17,0.8776,67.094088,-49.962743,0.1444
2021-09-18,0.8802,67.094089,-49.962739,0.1179
2021-09-19,0.8743,67.094086,-49.962742,0.1783
2021-09-20,0.8301,67.094087,-49.962747,0.5648
2021-09-21,0.8651,67.094087,-49.962749,0.8366
2021-09-22,0.9232,67.094088,-49.962758,0.6065
2021-09-23,0.8568,67.094087,-49.962763,0.6631
2021-09-24,0.8811,67.094084,-49.96277,0.82
2021-09-25,0.8752,67.094087,-49.962776,0.7994
2021-09-26,0.9535,67.094083,-49.962777,0.2343
2021-09-27,0.968,67.094084,-49.962783,0.1558
2021-09-28,0.9491,67.094081,-49.962787,0.1041
2021-09-29,0.934,67.09408,-49.962787,0.2201
2021-09-30,0.8187,67.094079,-49.962791,0.862
2022-05-01,0.6849,67.093964,-49.963806,0.0967
2022-05-02,0.6527,67.093958,-49.96381,0.409
2022-05-03,0.7298,67.093958,-49.963808,0.7258
2022-05-04,0.8397,67.093959,-49.963812,0.8293
2022-05-05,0.822,67.093953,-49.963819,0.1861
2022-05-06,0.8125,67.093951,-49.963828,0.0848
2022-05-07,0.8088,67.093958,-49.963835,0.0478
2022-05-08,0.7978,67.093956,-49.963838,0.0826
2022-05-09,0.7843,67.093956,-49.963849,0.4599
2022-05-10,0.7795,67.09395,-49.963856,0.4013
2022-05-11,0.8005,67.093953,-49.963856,0.1071
2022-05-12,0.7893,67.093953,-49.963864,0.2115
2022-05-13,0.8449,67.093951,-49.963871,0.9048
2022-05-14,0.9009,67.093956,-49.963865,0.7879
2022-05-15,0.7847,67.093953,-49.963873,0.1593
2022-05-16,0.7661,67.093954,-49.963877,0.0901
2022-05-17,0.7337,67.093953,-49.96388,0.0775
2022-05-18,0.7145,67.093944,-49.963884,0.0451
2022-05-19,0.6876,67.093944,-49.963897,0.0528
2022-05-20,0.6289,67.093942,-49.963902,0.0094
2022-05-21,0.6325,67.09394,-49.963904,0.469
2022-05-22,0.5867,67.093945,-49.96391,0.7049
2022-05-23,0.6879,67.093944,-49.963922,0.7523
2022-05-24,0.8903,67.093943,-49.963933,0.9059
2022-05-25,0.7714,67.093944,-49.963931,0.5201
2022-05-26,0.7086,67.09394,-49.963941,0.43
2022-05-27,0.7846,67.093946,-49.96395,0.7653
2022-05-28,0.7278,67.09394,-49.963953,0.8608
2022-05-29,0.6343,67.093944,-49.963954,0.6985
2022-05-30,0.6009,67.093944,-49.963966,0.1411
2022-05-31,0.6073,67.093943,-49.963967,0.3005
2022-06-01,0.7135,67.093939,-49.963966,0.2633
2022-06-02,0.6871,67.093938,-49.963975,0.0682
2022-06-03,0.6477,67.093938,-49.963981,0.091
2022-06-04,0.6007,67.093937,-49.963992,0.0995
2022-06-05,0.5958,67.093936,-49.964003,0.0811
2022-06-06,0.6317,67.093936,-49.964012,0.0319
2022-06-07,0.6323,67.093936,-49.964026,0.0477
2022-06-08,0.6009,67.093933,-49.964032,0.0722
2022-06-09,0.5778,67.093935,-49.964047,0.248
2022-06-10,0.6095,67.093933,-49.964054,0.7456
2022-06-11,0.6244,67.093932,-49.964058,0.3996
2022-06-12,0.8005,67.09393,-49.964072,0.7807
2022-06-13,0.8443,67.093927,-49.964082,0.8815
2022-06-14,0.7935,67.093928,-49.964084,0.8064
2022-06-15,0.7712,67.093928,-49.96409,0.4695
2022-06-16,0.6565,67.093925,-49.9641,0.0961
2022-06-17,0.6313,67.093921,-49.964107,0.7952
2022-06-18,0.65,67.09392,-49.964112,0.8606
2022-06-19,0.6115,67.093919,-49.964136,0.2482
2022-06-20,0.661,67.093917,-49.964144,0.7143
2022-06-21,0.8963,67.093914,-49.964159,0.9711
2022-06-22,0.8442,67.093915,-49.964167,0.9655
2022-06-23,0.6604,67.093916,-49.964173,0.634
2022-06-24,0.5866,67.093914,-49.964186,0.4957
2022-06-25,0.5505,67.093917,-49.964195,0.4352
2022-06-26,0.5132,67.093915,-49.964218,0.5465
2022-06-27,0.5371,67.093912,-49.964236,0.5797
2022-06-28,0.5047,67.093911,-49.964253,0.5724
2022-06-29,0.5255,67.093908,-49.964262,0.7815
2022-06-30,0.5357,67.093908,-49.964272,0.36
2022-07-01,0.5583,67.093906,-49.964282,0.7839
2022-07-02,0.53,67.093906,-49.964299,0.5917
2022-07-03,0.5191,67.093896,-49.964313,0.1621
2022-07-04,0.5004,67.093898,-49.964324,0.2289
2022-07-05,0.5139,67.093897,-49.964331,0.6743
2022-07-06,0.5084,67.093895,-49.964346,0.3835
2022-07-07,0.5232,67.093893,-49.964371,0.9835
2022-07-08,0.5151,67.093891,-49.96438,0.3461
2022-07-09,0.5261,67.093892,-49.964387,0.3101
2022-07-10,0.5273,67.093893,-49.964393,0.86
2022-07-11,0.5097,67.093891,-49.964407,0.8358
2022-07-12,0.5019,67.093883,-49.964414,0.736
2022-07-13,0.5185,67.093883,-49.964428,0.6154
2022-07-14,0.5192,67.093887,-49.96444,0.1148
2022-07-15,0.508,67.093882,-49.964447,0.1742
2022-07-16,0.4875,67.093881,-49.964459,0.2581
2022-07-17,0.4833,67.093879,-49.964465,0.3045
2022-07-18,0.4731,67.093875,-49.96448,0.3679
2022-07-19,0.4683,67.093877,-49.964489,0.4989
2022-07-20,0.4593,67.093875,-49.964496,0.4004
2022-07-21,0.4757,67.093879,-49.964506,0.8067
2022-07-22,0.4668,67.093879,-49.96452,0.6333
2022-07-23,0.4903,67.093877,-49.964528,0.9111
2022-07-24,0.4675,67.093874,-49.964531,0.4824
2022-07-25,0.4988,67.093873,-49.964537,0.5852
2022-07-26,0.5181,67.093875,-49.964544,0.9719
2022-07-27,0.5174,67.093873,-49.964554,0.5312
2022-07-28,0.512,67.093871,-49.964563,0.1429
2022-07-29,0.4932,67.09387,-49.964572,0.4582
2022-07-30,0.4962,67.093866,-49.964584,0.9173
2022-07-31,0.4596,67.093867,-49.964588,0.2764
2022-08-01,0.476,67.093864,-49.964596,0.2371
2022-08-02,0.4601,67.093864,-49.964599,0.7719
2022-08-03,0.4393,67.093863,-49.964607,0.6103
2022-08-04,0.4926,67.093859,-49.964619,0.8686
2022-08-05,0.5047,67.093857,-49.964635,0.8885
2022-08-06,0.472,67.093859,-49.964644,0.5267
2022-08-07,0.5192,67.093857,-49.964657,0.9341
2022-08-08,0.5206,67.093855,-49.964656,0.852
2022-08-09,0.5452,67.093855,-49.964656,0.9664
2022-08-10,0.5271,67.093853,-49.964668,0.8525
2022-08-11,0.5317,67.093853,-49.964676,0.7254
2022-08-12,0.5412,67.093852,-49.964684,0.5523
2022-08-13,0.5184,67.093857,-49.964683,0.2165
2022-08-14,0.5305,67.093851,-49.964682,0.5188
2022-08-15,0.5257,67.093855,-49.964694,0.8345
2022-08-16,0.4656,67.093845,-49.964706,0.4642
2022-08-17,0.5541,67.093845,-49.964728,0.9829
2022-08-18,0.5609,67.093845,-49.964731,0.8343
2022-08-19,0.5694,67.093846,-49.964726,0.2558
2022-08-20,0.6189,67.093844,-49.964738,0.8274
2022-08-21,0.6282,67.093846,-49.964747,0.6313
2022-08-22,0.5467,67.093841,-49.964747,0.68
2022-08-23,0.5668,67.093831,-49.964745,0.8849
2022-08-24,0.4908,67.09383,-49.964763,0.3797
2022-08-25,0.4982,67.093827,-49.964768,0.5876
2022-08-26,0.5246,67.093826,-49.964775,0.3101
2022-08-27,0.5589,67.09383,-49.964794,0.2146
2022-08-28,0.5576,67.093827,-49.964792,0.3388
2022-08-29,0.5567,67.093824,-49.964802,0.5422
2022-08-30,0.5189,67.09383,-49.964799,0.558
2022-08-31,0.8934,67.093821,-49.964814,0.9693
2022-09-01,0.7467,67.093818,-49.964823,0.5334
2022-09-02,0.5564,67.093818,-49.964827,0.9231
2022-09-03,0.4928,67.093814,-49.964881,0.7257
2022-09-04,0.4767,67.093816,-49.964893,0.4358
2022-09-05,0.5203,67.093813,-49.964903,0.847
2022-09-06,0.5032,67.093804,-49.96492,0.4732
2022-09-07,0.5638,67.093806,-49.964919,0.8397
2022-09-08,0.5254,67.093807,-49.964932,0.5846
2022-09-09,0.5119,67.093804,-49.964935,0.7274
2022-09-10,0.5196,67.093808,-49.96494,0.4302
2022-09-11,0.5768,67.093807,-49.964956,0.8376
2022-09-12,0.5143,67.093801,-49.964967,0.7685
2022-09-13,0.4985,67.0938,-49.964976,0.7731
2022-09-14,0.5492,67.093802,-49.964967,0.8574
2022-09-15,0.5465,67.093801,-49.964986,0.8793
2022-09-16,0.4827,67.093799,-49.964998,0.6523
2022-09-17,0.5052,67.093797,-49.965006,0.7199
2022-09-18,0.5023,67.093804,-49.965011,0.4274
2022-09-19,0.4965,67.093802,-49.965018,0.7756
2022-09-20,0.8136,67.093795,-49.965014,0.9342
2022-09-21,0.8324,67.093796,-49.965014,0.8215
2022-09-22,0.6128,67.093795,-49.965018,0.9023
2022-09-23,0.5232,67.093792,-49.965038,0.8464
2022-09-24,0.7546,67.093793,-49.965043,0.9059
2022-09-25,0.8105,67.093793,-49.965043,0.4653
2022-09-26,0.5461,67.093793,-49.965052,0.8645
2022-09-27,0.5015,67.093796,-49.965073,0.7966
2022-09-28,0.494,67.093791,-49.965068,0.8934
2022-09-29,0.5321,67.093792,-49.965075,0.8546
2023-05-01,0.6925,67.093652,-49.966178,0.1288
2023-05-02,0.6613,67.093651,-49.966193,0.1112
2023-05-03,0.6662,67.093648,-49.966206,0.6209
2023-05-04,0.7847,67.093655,-49.966194,0.879
2023-05-05,0.7554,67.093651,-49.966205,0.6142
2023-05-06,0.7734,67.093648,-49.966215,0.7252
2023-05-07,0.7017,67.093651,-49.966229,0.3853
2023-05-08,0.658,67.093651,-49.966227,0.1906
2023-05-09,0.636,67.093644,-49.96623,0.7852
2023-05-10,0.758,67.093649,-49.966248,0.6359
2023-05-11,0.7889,67.093647,-49.966243,0.7497
2023-05-12,0.7843,67.093648,-49.966255,0.9217
2023-05-13,0.8163,67.093646,-49.966258,0.8145
2023-05-14,0.8134,67.093649,-49.966257,0.7865
2023-05-15,0.7435,67.093644,-49.966268,0.3466
2023-05-16,0.6655,67.093647,-49.966273,0.5018
2023-05-17,0.7613,67.093647,-49.966274,0.7278
2023-05-18,0.6794,67.093647,-49.966288,0.4015
2023-05-19,0.7679,67.093645,-49.966292,0.7904
2023-05-20,0.8392,67.093641,-49.966297,0.7049
2023-05-21,0.862,67.093641,-49.966306,0.8093
2023-05-22,0.7559,67.093638,-49.966308,0.2019
2023-05-23,0.8464,67.093637,-49.966322,0.9145
2023-05-24,0.8374,67.093636,-49.966332,0.3407
2023-05-25,0.7941,67.093638,-49.966327,0.1211
2023-05-26,0.7723,67.093641,-49.966328,0.494
2023-05-27,0.8197,67.093642,-49.966339,0.8506
2023-05-28,0.7862,67.093642,-49.966346,0.4293
2023-05-29,0.7379,67.09364,-49.966348,0.2383
2023-05-30,0.7368,67.09364,-49.966356,0.7057
2023-05-31,0.6147,67.093638,-49.966361,0.6888
2023-06-01,0.5991,67.093638,-49.96636,0.732
2023-06-02,0.85,67.093635,-49.966368,0.8181
2023-06-03,0.811,67.093633,-49.966383,0.7348
2023-06-04,0.821,67.093632,-49.966392,0.865
2023-06-05,0.8404,67.093631,-49.966397,0.8911
2023-06-06,0.8128,67.093633,-49.966412,0.7993
2023-06-07,0.8584,67.093632,-49.966411,0.8639
2023-06-08,0.8043,67.093634,-49.96642,0.4315
2023-06-09,0.8773,67.093633,-49.96643,0.8777
2023-06-10,0.816,67.093632,-49.966433,0.8421
2023-06-11,0.6815,67.09364,-49.966439,0.565
2023-06-12,0.5759,67.093634,-49.966443,0.576
2023-06-13,0.549,67.093634,-49.966458,0.2202
2023-06-14,0.5828,67.093627,-49.966459,0.2891
2023-06-15,0.5774,67.093628,-49.96648,0.3432
2023-06-16,0.8846,67.093627,-49.966485,0.8357
2023-06-17,0.7788,67.093622,-49.966497,0.5775
2023-06-18,0.7187,67.093619,-49.96651,0.5415
2023-06-19,0.6199,67.093621,-49.966508,0.4887
2023-06-20,0.5658,67.093628,-49.96652,0.788
2023-06-21,0.6034,67.093621,-49.966538,0.9573
2023-06-22,0.6483,67.093623,-49.966551,0.7588
2023-06-23,0.6506,67.093622,-49.966561,0.6217
2023-06-24,0.6209,67.09362,-49.966565,0.3833
2023-06-25,0.5813,67.093617,-49.966585,0.477
2023-06-26,0.581,67.093615,-49.966588,0.5631
2023-06-27,0.532,67.093611,-49.966603,0.6313
2023-06-28,0.5606,67.093608,-49.96663,0.6676
2023-06-29,0.5845,67.093613,-49.966635,0.8118
2023-06-30,0.6018,67.093603,-49.966647,0.6673
2023-07-01,0.614,67.093606,-49.966659,0.2555
2023-07-02,0.5812,67.093606,-49.966666,0.0759
2023-07-03,0.5719,67.093604,-49.966676,0.5837
2023-07-04,0.5696,67.093601,-49.96668,0.9683
2023-07-05,0.5887,67.093601,-49.966697,0.8939
2023-07-06,0.5815,67.093599,-49.966724,0.9672
2023-07-07,0.5403,67.093588,-49.966753,0.7626
2023-07-08,0.509,67.093585,-49.96677,0.7049
2023-07-09,0.5047,67.093585,-49.96679,0.6525
2023-07-10,0.4975,67.093584,-49.966802,0.834
2023-07-11,0.5446,67.093588,-49.966807,0.9965
2023-07-12,0.4714,67.093587,-49.966834,0.5881
2023-07-13,0.4771,67.093583,-49.966844,0.4778
2023-07-14,0.5667,67.09358,-49.966858,0.88
2023-07-15,0.5108,67.093582,-49.966872,0.7822
2023-07-16,0.5599,67.093586,-49.966878,0.9724
2023-07-17,0.5347,67.093575,-49.966886,0.9945
2023-07-18,0.5404,67.093574,-49.966891,0.9977
2023-07-19,0.4831,67.093572,-49.966909,0.8883
2023-07-20,0.5019,67.093571,-49.96692,0.853
2023-07-21,0.5467,67.093569,-49.96694,0.8583
2023-07-22,0.5397,67.093565,-49.966959,0.673
2023-07-23,0.5073,67.093561,-49.966962,0.5283
2023-07-24,0.5508,67.093558,-49.96697,0.583
2023-07-25,0.538,67.093559,-49.966971,0.7722
2023-07-26,0.5353,67.09356,-49.966985,0.2089
2023-07-27,0.5417,67.093557,-49.966988,0.2837
2023-07-28,0.5478,67.093553,-49.966995,0.288
2023-07-29,0.5606,67.093553,-49.967,0.2283
2023-07-30,0.5662,67.093559,-49.967007,0.6664
2023-07-31,0.5886,67.093557,-49.967021,0.8745
2023-08-01,0.6074,67.093551,-49.967021,0.9988
2023-08-02,0.5533,67.09356,-49.967031,0.6271
2023-08-03,0.5601,67.093557,-49.967045,0.5119
2023-08-04,0.5541,67.093559,-49.96705,0.5187
2023-08-05,0.5621,67.093551,-49.967055,0.6275
2023-08-06,0.5678,67.093552,-49.967054,0.1562
2023-08-07,0.5774,67.093553,-49.967058,0.1507
2023-08-08,0.5707,67.093551,-49.967067,0.2501
2023-08-09,0.5871,67.093547,-49.967076,0.4466
2023-08-10,0.5626,67.093553,-49.967082,0.4914
2023-08-11,0.5305,67.093553,-49.967093,0.5123
2023-08-12,0.5425,67.093553,-49.967093,0.2313
2023-08-13,0.5358,67.093548,-49.967106,0.8783
2023-08-14,0.5319,67.093547,-49.967116,0.4383
2023-08-15,0.5442,67.093547,-49.967121,0.8216
2023-08-16,0.5064,67.093542,-49.967133,0.282
2023-08-17,0.5407,67.093537,-49.967131,0.1818
2023-08-18,0.541,67.093541,-49.967152,0.1783
2023-08-19,0.5385,67.093541,-49.967143,0.7845
2023-08-20,0.5349,67.093539,-49.967175,0.8579
2023-08-21,0.4866,67.093533,-49.967188,0.5364
2023-08-22,0.4894,67.093534,-49.967204,0.4341
2023-08-23,0.5122,67.093532,-49.967222,0.663
2023-08-24,0.5016,67.093535,-49.967238,0.6313
2023-08-25,0.5293,67.093521,-49.967232,0.4944
2023-08-26,0.5388,67.093526,-49.967232,0.5736
2023-08-27,0.5225,67.093529,-49.96724,0.5723
2023-08-28,0.5494,67.093523,-49.967235,0.7898
2023-08-29,0.5875,67.093524,-49.967276,0.8701
2023-08-30,0.5608,67.093531,-49.967278,0.9537
2023-08-31,0.7342,67.093524,-49.967274,0.6722
2023-09-01,0.6944,67.09353,-49.967265,0.2958
2023-09-02,0.75,67.093523,-49.967254,0.8398
2023-09-03,0.8284,67.093531,-49.967282,0.7874
2023-09-04,0.6489,67.093528,-49.967291,0.6865
2023-09-05,0.54,67.093528,-49.967306,0.7684
2023-09-06,0.5567,67.093523,-49.967302,0.8943
2023-09-07,0.8595,67.093527,-49.967311,0.9768
2023-09-08,0.8877,67.093522,-49.96732,0.9829
2023-09-09,0.8625,67.093528,-49.967334,0.5649
2023-09-10,0.8736,67.093519,-49.967314,0.2179
2023-09-11,0.8394,67.093521,-49.967333,0.3308
2023-09-12,0.8747,67.093514,-49.967333,0.6447
2023-09-13,0.8016,67.09352,-49.967345,0.5012
2023-09-14,0.6906,67.093515,-49.967345,0.3065
2023-09-15,0.6597,67.093527,-49.967345,0.378
2023-09-16,0.93,67.093514,-49.967355,0.7811
2023-09-17,0.8298,67.093508,-49.967388,0.714
2023-09-18,0.8308,67.093503,-49.967361,0.4186
2023-09-19,0.8255,67.093508,-49.967376,0.2046
2023-09-20,0.8442,67.093499,-49.967351,0.2044
2023-09-21,0.8347,67.093504,-49.967355,0.5062
2023-09-22,0.8265,67.09349,-49.967333,0.4806
2023-09-23,0.8343,67.093497,-49.967371,0.0743
2023-09-24,0.8229,67.093518,-49.967382,0.2183
2023-09-25,0.83,67.093494,-49.9674,0.9846
2023-09-26,0.8688,67.093487,-49.96739,0.9922
2023-09-27,0.8185,67.093496,-49.9674,0.8669
2023-09-28,0.8508,67.093504,-49.967388,0.8446
2023-09-29,0.8204,67.093492,-49.967417,0.8818
2023-09-30,0.8673,67.093492,-49.96742,0.4969
