time,alb_KAN_U,lat_KAN_U,lon_KAN_U,cloud_KAN_U
2019-09-24,0.9732,67.000502,-47.029445,0.6554
2020-09-08,0.8133,67.000522,-47.030654,0.8176
2020-09-09,0.9019,67.000531,-47.030624,0.7769
2020-09-10,0.9876,67.00053,-47.030626,0.8971
2020-09-11,0.881,67.000534,-47.030623,0.9002
2020-09-12,0.8341,67.000531,-47.030641,0.5559
2020-09-13,0.8354,67.000529,-47.030655,0.2884
2020-09-14,0.8794,67.000531,-47.030643,0.1686
2020-09-15,0.8956,67.000538,-47.030647,0.8192
2020-09-16,0.8673,67.00054,-47.030631,0.8127
2020-09-17,0.9275,67.000528,-47.030671,0.8064
2020-09-18,0.8902,67.000527,-47.030664,0.7619
2020-09-19,0.9384,67.000538,-47.03067,0.8994
2020-09-24,0.8474,67.000538,-47.030688,0.1895
2020-09-25,0.889,67.000535,-47.030684,0.9239
2020-09-26,0.8838,67.000533,-47.030673,0.9601
2021-05-01,0.8433,67.000536,-47.031487,0.1759
2021-05-02,0.831,67.000552,-47.031519,0.0347
2021-05-03,0.8346,67.000548,-47.031573,0.0023
2021-05-04,0.8314,67.000513,-47.031534,0.036
2021-05-05,0.8376,67.000526,-47.031511,0.0482
2021-05-06,0.825,67.000529,-47.031515,0.1483
2021-05-07,0.7954,67.000527,-47.031502,0.1639
2021-05-08,0.8181,67.00051,-47.031484,0.1028
2021-05-09,0.8145,67.000535,-47.031565,0.3148
2021-05-10,0.8407,67.000536,-47.031536,0.4041
2021-05-11,0.8406,67.000534,-47.031528,0.5193
2021-05-12,0.8417,67.000552,-47.031495,0.4933
2021-05-13,0.8075,67.000534,-47.03153,0.1999
2021-05-14,0.8252,67.000537,-47.031539,0.2537
2021-05-15,0.8259,67.00053,-47.031593,0.1841
2021-05-16,0.8059,67.000529,-47.031548,0.1458
2021-05-17,0.8187,67.000542,-47.031557,0.1625
2021-05-18,0.8192,67.000539,-47.031571,0.1517
2021-05-19,0.85,67.000536,-47.031613,0.7029
2021-05-20,0.8455,67.000544,-47.031532,0.6194
2021-05-21,0.8797,67.000553,-47.031576,0.8411
2021-05-22,0.8397,67.000533,-47.031509,0.3995
2021-05-23,0.837,67.00054,-47.031525,0.266
2021-05-24,0.8675,67.000555,-47.03154,0.7075
2021-05-25,0.856,67.00053,-47.031528,0.8121
2021-05-26,0.8649,67.000533,-47.031532,0.9097
2021-05-27,0.8654,67.000518,-47.031538,0.5459
2021-05-28,0.8153,67.000518,-47.031585,0.1365
2021-05-29,0.8145,67.000531,-47.031532,0.2289
2021-05-30,0.8449,67.000533,-47.031569,0.3064
2021-05-31,0.8765,67.00053,-47.031595,0.8575
2021-06-01,0.832,67.00052,-47.031578,0.5456
2021-06-02,0.8297,67.00053,-47.031557,0.13
2021-06-03,0.82,67.000527,-47.03161,0.2072
2021-06-04,0.8226,67.000537,-47.031563,0.1626
2021-06-05,0.809,67.000533,-47.031556,0.1043
2021-06-06,0.8033,67.000541,-47.031538,0.2398
2021-06-07,0.7964,67.000543,-47.031576,0.0658
2021-06-08,0.7854,67.000551,-47.031612,0.1072
2021-06-09,0.7884,67.00054,-47.031581,0.1732
2021-06-10,0.8109,67.000537,-47.031576,0.8399
2021-06-11,0.8887,67.000571,-47.031555,0.9457
2021-06-12,0.8119,67.000525,-47.031529,0.4942
2021-06-13,0.8578,67.000546,-47.031591,0.8638
2021-06-14,0.816,67.000543,-47.031594,0.1173
2021-06-15,0.8575,67.000547,-47.031634,0.6255
2021-06-16,0.8802,67.000545,-47.031591,0.7992
2021-06-17,0.8629,67.000556,-47.031602,0.8048
2021-06-18,0.8618,67.000556,-47.03161,0.7354
2021-06-19,0.8711,67.00055,-47.031601,0.7241
2021-06-20,0.9007,67.000547,-47.031622,0.9425
2021-06-21,0.8479,67.000543,-47.031616,0.4728
2021-06-22,0.8277,67.000544,-47.031589,0.1342
2021-06-23,0.9066,67.00056,-47.031623,0.6788
2021-06-24,0.8753,67.000529,-47.031574,0.9993
2021-06-25,0.8939,67.000559,-47.031651,0.924
2021-06-26,0.9043,67.000556,-47.031604,0.9417
2021-06-27,0.8999,67.000563,-47.03157,0.9406
2021-06-28,0.8513,67.000581,-47.031621,0.996
2021-06-29,0.8732,67.000572,-47.031644,0.8951
2021-06-30,0.8852,67.000566,-47.03164,0.9213
2021-07-01,0.8059,67.000574,-47.031638,0.3426
2021-07-02,0.7839,67.000577,-47.031641,0.0879
2021-07-03,0.838,67.000558,-47.031673,0.6572
2021-07-04,0.8902,67.000591,-47.031655,0.8189
2021-07-05,0.8796,67.000571,-47.031664,0.9372
2021-07-06,0.8584,67.000575,-47.031683,0.8014
2021-07-07,0.8969,67.000562,-47.031668,0.9389
2021-07-08,0.7728,67.000565,-47.031635,0.2856
2021-07-09,0.7951,67.000553,-47.031688,0.0837
2021-07-10,0.8085,67.000542,-47.031743,0.1871
2021-07-11,0.8225,67.000566,-47.031685,0.6461
2021-07-12,0.7651,67.00057,-47.031642,0.4617
2021-07-13,0.8033,67.000569,-47.031704,0.712
2021-07-14,0.882,67.000576,-47.031704,0.9999
2021-07-15,0.8007,67.000563,-47.031702,0.7439
2021-07-16,0.7606,67.000569,-47.031711,0.158
2021-07-17,0.8218,67.000567,-47.031695,0.6745
2021-07-18,0.7734,67.000571,-47.031697,0.8808
2021-07-19,0.7972,67.000565,-47.031691,0.9574
2021-07-20,0.8231,67.000563,-47.031709,0.6286
2021-07-21,0.8024,67.000563,-47.031707,0.3016
2021-07-22,0.8154,67.000567,-47.031716,0.5325
2021-07-23,0.868,67.000561,-47.031739,0.905
2021-07-24,0.9013,67.000568,-47.031735,0.9275
2021-07-25,0.8394,67.000561,-47.031742,0.5278
2021-07-26,0.8794,67.000562,-47.031715,0.8072
2021-07-27,0.7501,67.000568,-47.031676,0.6822
2021-07-28,0.796,67.000567,-47.031721,0.7043
2021-07-29,0.7174,67.000567,-47.031731,0.4301
2021-07-30,0.7225,67.000561,-47.031735,0.0898
2021-07-31,0.7538,67.000568,-47.031733,0.3298
2021-08-01,0.7294,67.000562,-47.031738,0.2239
2021-08-02,0.7331,67.00057,-47.031727,0.4571
2021-08-03,0.7136,67.000567,-47.031738,0.4649
2021-08-04,0.724,67.000568,-47.031748,0.2229
2021-08-05,0.7351,67.000567,-47.031748,0.3418
2021-08-06,0.8693,67.000571,-47.031754,0.9128
2021-08-07,0.8665,67.000569,-47.031768,0.7706
2021-08-08,0.8584,67.000564,-47.031768,0.9206
2021-08-09,0.7994,67.000568,-47.031767,0.4467
2021-08-10,0.8119,67.000565,-47.031762,0.2759
2021-08-11,0.8647,67.000568,-47.031764,0.9572
2021-08-12,0.8245,67.000569,-47.03177,0.5731
2021-08-13,0.8671,67.000569,-47.031781,0.6913
2021-08-14,0.818,67.000571,-47.031784,1.0
2021-08-15,0.8019,67.000568,-47.031781,0.9994
2021-08-16,0.7854,67.00057,-47.03178,0.9668
2021-08-17,0.7756,67.00057,-47.031791,0.6555
2021-08-18,0.7208,67.000567,-47.031795,0.8786
2021-08-19,0.7437,67.000566,-47.031794,0.7114
2021-08-31,0.8219,67.000577,-47.031854,0.5568
2021-09-01,0.9286,67.000582,-47.031858,0.285
2021-09-02,0.8598,67.000583,-47.031859,0.8906
2021-09-03,0.8153,67.000584,-47.031868,0.8984
2021-09-04,0.8471,67.000583,-47.031868,0.9222
2021-09-05,0.7458,67.000581,-47.031873,0.4799
2021-09-06,0.7975,67.000581,-47.031871,0.2244
2021-09-07,0.8732,67.000582,-47.031873,0.867
2021-09-08,0.8702,67.000584,-47.031885,0.8944
2021-09-09,0.8057,67.000588,-47.03188,0.4324
2021-09-10,0.7651,67.000584,-47.031885,0.1952
2021-09-11,0.8343,67.000584,-47.031882,0.3226
2021-09-12,0.8969,67.000587,-47.031878,0.9976
2021-09-13,0.8349,67.000589,-47.03189,0.8289
2021-09-14,0.8095,67.000587,-47.031902,0.5768
2021-09-15,0.8036,67.000591,-47.031899,0.1709
2021-09-16,0.8302,67.000587,-47.031902,0.1665
2021-09-17,0.8246,67.000591,-47.031902,0.1803
2021-09-18,0.8231,67.000588,-47.0319,0.2793
2021-09-19,0.8037,67.000588,-47.031911,0.2705
2021-09-20,0.8857,67.000595,-47.031913,0.8223
2021-09-21,0.8614,67.000596,-47.031917,0.7612
2021-09-22,0.6466,67.000592,-47.031912,0.7032
2021-09-23,0.9684,67.000596,-47.031922,0.6471
2021-09-24,0.9394,67.000595,-47.031933,1.0
2021-09-25,0.9644,67.000592,-47.03193,0.894
2021-09-26,0.8498,67.000587,-47.031934,0.2035
2021-09-27,0.8476,67.000597,-47.031921,0.2587
2021-09-28,0.8364,67.000593,-47.031935,0.2698
2022-05-01,0.817,67.000769,-47.034399,0.1471
2022-05-02,0.8299,67.000769,-47.034399,0.6205
2022-05-03,0.8756,67.000769,-47.034399,0.7804
2022-05-04,0.8606,67.000769,-47.034399,0.7429
2022-05-05,0.8669,67.000769,-47.034399,0.3273
2022-05-06,0.807,67.000769,-47.034399,0.1788
2022-05-07,0.8609,67.000769,-47.034399,0.4132
2022-05-08,0.8147,67.000769,-47.034399,0.0812
2022-05-09,0.8414,67.000769,-47.034399,0.5152
2022-05-10,0.8503,67.000769,-47.034399,0.7187
2022-05-11,0.8287,67.000769,-47.034399,0.3354
2022-05-12,0.8059,67.000769,-47.034399,0.1055
2022-05-13,0.8635,67.000769,-47.034399,0.762
2022-05-14,0.8183,67.000769,-47.034399,0.2751
2022-05-15,0.8086,67.000769,-47.034399,0.1745
2022-05-16,0.8139,67.000769,-47.034399,0.2406
2022-05-17,0.7815,67.000769,-47.034399,0.056
2022-05-18,0.7965,67.000769,-47.034399,0.1262
2022-05-19,0.7917,67.000769,-47.034399,0.0322
2022-05-20,0.7945,67.000769,-47.034399,0.0782
2022-05-21,0.8326,67.000769,-47.034399,0.4448
2022-05-22,0.8857,67.000769,-47.034399,0.9174
2022-05-23,0.8823,67.000769,-47.034399,0.7449
2022-05-24,0.8341,67.000769,-47.034399,0.5706
2022-05-25,0.8242,67.000769,-47.034399,0.5779
2022-05-26,0.808,67.000769,-47.034399,0.2273
2022-05-27,0.8445,67.000769,-47.034399,0.6484
2022-05-28,0.8897,67.000769,-47.034399,0.923
2022-05-29,0.8191,67.000769,-47.034399,0.393
2022-05-30,0.8573,67.000769,-47.034399,0.7533
2022-05-31,0.799,67.000769,-47.034399,0.0939
2022-06-01,0.8428,67.000769,-47.034399,0.2366
2022-06-02,0.818,67.000769,-47.034399,0.1609
2022-06-03,0.7858,67.000769,-47.034399,0.1616
2022-06-04,0.7957,67.000769,-47.034399,0.1672
2022-06-05,0.7897,67.000769,-47.034399,0.1346
2022-06-06,0.7902,67.000769,-47.034399,0.0196
2022-06-07,0.8265,67.000769,-47.034399,0.1273
2022-06-08,0.7819,67.000769,-47.034399,0.0775
2022-06-09,0.7905,67.000769,-47.034399,0.2472
2022-06-10,0.8826,67.000769,-47.034399,0.951
2022-06-11,0.8207,67.000769,-47.034399,0.5463
2022-06-12,0.8875,67.000769,-47.034399,0.9342
2022-06-13,0.8491,67.000769,-47.034399,0.8822
2022-06-14,0.824,67.000769,-47.034399,0.7492
2022-06-15,0.8119,67.000769,-47.034399,0.1411
2022-06-16,0.8066,67.000769,-47.034399,0.0875
2022-06-17,0.8924,67.000769,-47.034399,0.9185
2022-06-18,0.9126,67.000769,-47.034399,0.9994
2022-06-19,0.8118,67.000769,-47.034399,0.8801
2022-06-20,0.8905,67.000769,-47.034399,0.986
2022-06-21,0.8827,67.000769,-47.034399,0.9736
2022-06-22,0.9296,67.000769,-47.034399,0.994
2022-06-23,0.8292,67.000769,-47.034399,0.6747
2022-06-24,0.834,67.000769,-47.034399,0.6183
2022-06-25,0.8219,67.000769,-47.034399,0.3382
2022-06-26,0.8384,67.000769,-47.034399,0.6734
2022-06-27,0.8426,67.000769,-47.034399,0.7489
2022-06-28,0.8288,67.000769,-47.034399,0.626
2022-06-29,0.8739,67.000769,-47.034399,1.0
2022-06-30,0.8222,67.000769,-47.034399,0.757
2022-07-01,0.8234,67.000769,-47.034399,0.8107
2022-07-02,0.8229,67.000769,-47.034399,0.8126
2022-07-03,0.7621,67.000769,-47.034399,0.2902
2022-07-04,0.7417,67.000769,-47.034399,0.3152
2022-07-05,0.7672,67.000769,-47.034399,0.7012
2022-07-06,0.7444,67.000769,-47.034399,0.4727
2022-07-07,0.8155,67.000769,-47.034399,0.9918
2022-07-08,0.7824,67.000769,-47.034399,0.3209
2022-07-09,0.7754,67.000769,-47.034399,0.3373
2022-07-10,0.8001,67.000769,-47.034399,0.9336
2022-07-11,0.7684,67.000769,-47.034399,0.4583
2022-07-12,0.8472,67.000769,-47.034399,0.9584
2022-07-13,0.8462,67.000769,-47.034399,0.8596
2022-07-14,0.7744,67.000769,-47.034399,0.1084
2022-07-15,0.7873,67.000769,-47.034399,0.561
2022-07-16,0.7735,67.000769,-47.034399,0.8171
2022-07-17,0.7405,67.000769,-47.034399,0.4242
2022-07-18,0.7756,67.000769,-47.034399,0.607
2022-07-19,0.7781,67.000769,-47.034399,0.7299
2022-07-20,0.744,67.000769,-47.034399,0.4847
2022-07-21,0.784,67.000769,-47.034399,0.9498
2022-07-22,0.7133,67.000769,-47.034399,0.3836
2022-07-23,0.7864,67.000769,-47.034399,0.9515
2022-07-24,0.7436,67.000769,-47.034399,0.595
2022-07-25,0.7481,67.000769,-47.034399,0.4182
2022-07-26,0.8778,67.000769,-47.034399,0.9894
2022-07-27,0.8527,67.000769,-47.034399,0.8868
2022-07-28,0.7908,67.000769,-47.034399,0.2505
2022-07-29,0.812,67.000769,-47.034399,0.5188
2022-07-30,0.8524,67.000769,-47.034399,1.0
2022-07-31,0.7406,67.000769,-47.034399,0.3449
2022-08-01,0.7319,67.000769,-47.034399,0.1225
2022-08-02,0.8407,67.000769,-47.034399,0.7666
2022-08-03,0.7275,67.000769,-47.034399,0.6938
2022-08-04,0.8154,67.000769,-47.034399,0.9973
2022-08-05,0.8799,67.000769,-47.034399,0.9952
2022-08-06,0.814,67.000769,-47.034399,0.7158
2022-08-07,0.8004,67.000769,-47.034399,0.7352
2022-08-08,0.8375,67.000769,-47.034399,0.8167
2022-08-09,0.8764,67.000769,-47.034399,0.9484
2022-08-10,0.8778,67.000769,-47.034399,0.9966
2022-08-11,0.8994,67.000769,-47.034399,0.9978
2022-08-12,0.8824,67.000769,-47.034399,0.9625
2022-08-13,0.8155,67.000769,-47.034399,0.2158
2022-08-14,0.8702,67.000769,-47.034399,0.7924
2022-08-15,0.8385,67.000769,-47.034399,0.8747
2022-08-16,0.8807,67.000769,-47.034399,0.9827
2022-08-17,0.8791,67.000769,-47.034399,0.9385
2022-08-18,0.8718,67.000769,-47.034399,0.8305
2022-08-19,0.7585,67.000769,-47.034399,0.422
2022-08-20,0.89,67.000769,-47.034399,0.8713
2022-08-21,0.8559,67.000769,-47.034399,0.8232
2022-08-22,0.8856,67.000769,-47.034399,0.8253
2022-08-23,0.8275,67.000769,-47.034399,0.9202
2022-08-24,0.7931,67.000769,-47.034399,0.3387
2022-08-25,0.8313,67.000769,-47.034399,0.8781
2022-08-26,0.8806,67.000769,-47.034399,0.9896
2022-08-27,0.8365,67.000769,-47.034399,0.7107
2022-08-28,0.8199,67.000769,-47.034399,0.4656
2022-08-29,0.8137,67.000769,-47.034399,0.7022
2022-08-30,0.7982,67.000769,-47.034399,0.4685
2022-08-31,0.8926,67.000769,-47.034399,0.9407
2022-09-01,0.7823,67.000769,-47.034399,0.7279
2022-09-02,0.857,67.000769,-47.034399,0.9997
2022-09-03,0.8184,67.000769,-47.034399,0.9885
2022-09-04,0.7642,67.000769,-47.034399,0.8156
2022-09-05,0.7553,67.000769,-47.034399,0.8978
2022-09-06,0.8698,67.000769,-47.034399,0.8609
2022-09-07,0.9021,67.000769,-47.034399,0.9958
2022-09-08,0.9105,67.000769,-47.034399,0.6316
2022-09-09,0.8513,67.000769,-47.034399,0.8906
2022-09-10,0.8071,67.000769,-47.034399,0.5078
2022-09-11,0.8275,67.000769,-47.034399,1.0
2022-09-12,0.8903,67.000769,-47.034399,0.998
2022-09-13,0.8532,67.000769,-47.034399,0.8335
2022-09-14,0.8834,67.000769,-47.034399,0.9963
2022-09-15,0.9177,67.000769,-47.034399,1.0
2022-09-16,0.8044,67.000769,-47.034399,0.6689
2022-09-17,0.8313,67.000769,-47.034399,0.9486
2022-09-18,0.7733,67.000769,-47.034399,0.6302
2022-09-19,0.7526,67.000769,-47.034399,0.3439
2022-09-20,0.8955,67.000769,-47.034399,0.9738
2022-09-21,0.934,67.000769,-47.034399,0.9732
2022-09-22,0.8743,67.000769,-47.034399,0.9998
2022-09-23,0.9191,67.000769,-47.034399,0.996
2022-09-24,0.9163,67.000769,-47.034399,0.9612
2022-09-25,0.9115,67.000769,-47.034399,0.7998
2022-09-26,0.8723,67.000769,-47.034399,0.9891
2022-09-27,0.8586,67.000769,-47.034399,0.9101
2022-09-28,0.901,67.000769,-47.034399,0.8761
2023-05-01,0.7605,67.000769,-47.034399,0.0437
2023-05-02,0.7593,67.000769,-47.034399,0.0655
2023-05-03,0.8374,67.000769,-47.034399,0.6026
2023-05-04,0.8767,67.000769,-47.034399,0.987
2023-05-05,0.8243,67.000769,-47.034399,0.6381
2023-05-06,0.8423,67.000769,-47.034399,0.8565
2023-05-07,0.8028,67.000769,-47.034399,0.5785
2023-05-08,0.783,67.000769,-47.034399,0.37
2023-05-09,0.8461,67.000769,-47.034399,0.7985
2023-05-10,0.8079,67.000769,-47.034399,0.5711
2023-05-11,0.8354,67.000769,-47.034399,0.747
2023-05-12,0.7908,67.000769,-47.034399,0.3053
2023-05-13,0.8559,67.000769,-47.034399,0.8434
2023-05-14,0.8571,67.000769,-47.034399,0.9354
2023-05-15,0.8212,67.000769,-47.034399,0.4311
2023-05-16,0.8231,67.000769,-47.034399,0.5157
2023-05-17,0.8317,67.000769,-47.034399,0.5707
2023-05-18,0.83,67.000769,-47.034399,0.4646
2023-05-19,0.8846,67.000769,-47.034399,0.952
2023-05-20,0.8466,67.000769,-47.034399,0.7602
2023-05-21,0.8588,67.000769,-47.034399,0.8523
2023-05-22,0.8306,67.000769,-47.034399,0.3751
2023-05-23,0.8707,67.000769,-47.034399,0.8919
2023-05-24,0.872,67.000769,-47.034399,0.4129
2023-05-25,0.8836,67.000769,-47.034399,0.4262
2023-05-26,0.8693,67.000769,-47.034399,0.8489
2023-05-27,0.8947,67.000769,-47.034399,0.961
2023-05-28,0.8483,67.000769,-47.034399,0.3155
2023-05-29,0.8176,67.000769,-47.034399,0.1767
2023-05-30,0.8655,67.000769,-47.034399,0.8412
2023-05-31,0.8747,67.000769,-47.034399,0.9636
2023-06-01,0.8793,67.000769,-47.034399,0.9794
2023-06-02,0.8678,67.000769,-47.034399,0.8913
2023-06-03,0.893,67.000769,-47.034399,0.8272
2023-06-04,0.8689,67.000769,-47.034399,0.9085
2023-06-05,0.8741,67.000769,-47.034399,0.9348
2023-06-06,0.8913,67.000769,-47.034399,0.9584
2023-06-07,0.871,67.000769,-47.034399,0.8969
2023-06-08,0.7372,67.000769,-47.034399,0.6878
2023-06-09,0.876,67.000733,-47.034014,0.9721
2023-06-10,0.8745,67.000721,-47.033992,0.9021
2023-06-11,0.9069,67.000732,-47.033968,0.9533
2023-06-12,0.8977,67.000731,-47.033915,0.8303
2023-06-13,0.8688,67.00075,-47.034066,0.7763
2023-06-14,0.8221,67.000692,-47.034078,0.4764
2023-06-15,0.8319,67.000775,-47.033984,0.4374
2023-06-16,0.871,67.000716,-47.033924,0.9108
2023-06-17,0.8228,67.000739,-47.034046,0.3027
2023-06-18,0.8204,67.000742,-47.033926,0.3877
2023-06-19,0.8354,67.000726,-47.033936,0.6288
2023-06-20,0.8873,67.000733,-47.03417,0.9457
2023-06-21,0.898,67.000799,-47.033886,0.9873
2023-06-22,0.8627,67.000688,-47.034042,0.8733
2023-06-23,0.8255,67.000727,-47.034013,0.3287
2023-06-24,0.8313,67.000792,-47.033955,0.7761
2023-06-25,0.8117,67.000722,-47.034062,0.7186
2023-06-26,0.816,67.000745,-47.034055,0.5571
2023-06-27,0.8775,67.00073,-47.033997,0.9348
2023-06-28,0.8605,67.000718,-47.034041,0.7822
2023-06-29,0.8747,67.000815,-47.034038,0.8881
2023-06-30,0.8692,67.000767,-47.034016,0.9119
2023-07-01,0.8957,67.000775,-47.034013,0.9308
2023-07-02,0.8067,67.000734,-47.03404,0.1841
2023-07-03,0.8416,67.000766,-47.034179,0.5771
2023-07-04,0.8762,67.000754,-47.03403,0.9702
2023-07-05,0.8502,67.000756,-47.034182,0.8853
2023-07-06,0.8441,67.000784,-47.03422,1.0
2023-07-07,0.744,67.000796,-47.034172,0.7575
2023-07-08,0.7221,67.000723,-47.03414,0.6958
2023-07-09,0.7404,67.000765,-47.034119,0.5788
2023-07-10,0.7145,67.000774,-47.03415,0.7583
2023-07-11,0.7912,67.000768,-47.034095,1.0
2023-07-12,0.6964,67.000782,-47.034209,0.5807
2023-07-13,0.7512,67.00075,-47.034142,0.6657
2023-07-14,0.7847,67.00072,-47.034212,0.9516
2023-07-15,0.8056,67.000722,-47.034186,1.0
2023-07-16,0.7977,67.000751,-47.034139,1.0
2023-07-17,0.7658,67.000716,-47.034104,1.0
2023-07-18,0.7709,67.00072,-47.034118,1.0
2023-07-19,0.6864,67.000723,-47.034158,0.7604
2023-07-20,0.7332,67.00071,-47.034178,0.871
2023-07-21,0.7801,67.000738,-47.034172,0.9623
2023-07-22,0.7638,67.00074,-47.034173,0.7205
2023-07-23,0.7964,67.000751,-47.034164,0.9444
2023-07-24,0.769,67.000703,-47.03417,0.8909
2023-07-25,0.7591,67.000719,-47.03423,0.4187
2023-07-26,0.7437,67.000745,-47.034193,0.112
2023-07-27,0.8005,67.000743,-47.034202,0.8399
2023-07-28,0.7717,67.000736,-47.034205,0.4264
2023-07-29,0.7917,67.00073,-47.03423,0.7581
2023-07-30,0.7722,67.00074,-47.034166,0.7142
2023-07-31,0.7911,67.000718,-47.034194,0.94
2023-08-01,0.904,67.000708,-47.034209,1.0
2023-08-02,0.8283,67.000692,-47.034268,0.8043
2023-08-03,0.8136,67.000691,-47.034225,0.7222
2023-08-04,0.8244,67.000709,-47.034168,0.6636
2023-08-05,0.8282,67.000704,-47.034192,0.9487
2023-08-06,0.7799,67.000708,-47.03421,0.3378
2023-08-07,0.7754,67.000762,-47.034206,0.1106
2023-08-08,0.7836,67.000792,-47.034207,0.3568
2023-08-09,0.8729,67.000778,-47.034164,0.9416
2023-08-10,0.8633,67.000802,-47.034155,0.9552
2023-08-11,0.7971,67.000805,-47.034186,0.6061
2023-08-12,0.7726,67.000739,-47.034203,0.1831
2023-08-13,0.7822,67.00079,-47.034125,0.8009
2023-08-14,0.7375,67.000577,-47.033864,0.5457
2023-08-15,0.7534,67.000739,-47.034266,0.5077
2023-08-16,0.7299,67.00083,-47.034281,0.3831
2023-08-17,0.7371,67.000797,-47.034301,0.1294
2023-08-18,0.7455,67.000788,-47.034282,0.1692
2023-08-19,0.7922,67.000786,-47.034296,0.6296
2023-08-20,0.7989,67.000784,-47.034258,1.0
2023-08-21,0.6767,67.000753,-47.034264,0.4576
2023-08-22,0.6754,67.000758,-47.034305,0.2101
2023-08-23,0.7903,67.000774,-47.034366,0.8586
2023-08-24,0.8339,67.000744,-47.034344,0.9992
2023-08-25,0.7487,67.000752,-47.034306,0.5124
2023-08-26,0.8451,67.000745,-47.034362,0.6903
2023-08-27,0.8359,67.000752,-47.034316,0.9219
2023-08-28,0.9159,67.000749,-47.03427,0.9981
2023-08-29,0.8499,67.000758,-47.03432,0.9434
2023-08-30,0.8886,67.000767,-47.034384,0.9797
2023-08-31,0.8881,67.000746,-47.03437,0.8356
2023-09-01,0.9098,67.000753,-47.034332,0.6369
2023-09-02,0.8906,67.000751,-47.034336,0.9817
2023-09-03,0.8768,67.000754,-47.034343,0.9427
2023-09-04,0.8917,67.000739,-47.03435,0.8302
2023-09-05,0.8477,67.000727,-47.03434,0.9318
2023-09-06,0.8787,67.00073,-47.034331,0.9655
2023-09-07,0.8853,67.000738,-47.034358,0.9654
2023-09-08,0.933,67.00074,-47.034366,0.9799
2023-09-09,0.7381,67.00075,-47.034385,0.6444
2023-09-10,0.7629,67.00073,-47.034326,0.2768
2023-09-11,0.8138,67.000723,-47.03434,0.3526
2023-09-12,0.8763,67.000732,-47.03435,0.8528
2023-09-13,0.8806,67.00078,-47.034414,0.9276
2023-09-14,0.8507,67.000753,-47.03431,0.7829
