time,alb_NUK_K,lat_NUK_K,lon_NUK_K,cloud_NUK_K
2021-08-04,0.2705,64.162277,-51.358669,0.8308
2021-08-05,0.2696,64.162279,-51.358664,0.9205
2021-08-06,0.2821,64.16228,-51.358659,0.915
2021-08-07,0.2717,64.16228,-51.358662,0.6629
2021-08-08,0.5778,64.162278,-51.358663,0.9928
2021-08-09,0.371,64.162277,-51.358663,0.5252
2021-08-10,0.3202,64.162278,-51.35867,0.5895
2021-08-11,0.2537,64.162283,-51.358664,0.459
2021-08-12,0.2566,64.162284,-51.358667,0.0001
2021-08-13,0.2715,64.162285,-51.35867,0.8815
2021-08-14,0.3908,64.162283,-51.35867,0.9818
2021-08-15,0.3648,64.162283,-51.358669,1.0
2021-08-16,0.3391,64.16228,-51.358664,0.9876
2021-08-17,0.3502,64.162284,-51.358664,0.962
2021-08-18,0.3611,64.162285,-51.35866,0.9867
2021-08-19,0.3626,64.162281,-51.35866,0.9785
2021-08-20,0.2923,64.162278,-51.358667,0.5115
2021-08-21,0.306,64.162277,-51.358661,0.0278
2021-08-22,0.3298,64.162278,-51.358667,0.0
2021-08-23,0.3278,64.162276,-51.358665,0.0
2021-08-24,0.3499,64.162279,-51.358666,0.2987
2021-08-25,0.3456,64.162276,-51.35867,0.9258
2021-08-26,0.3459,64.162285,-51.358673,0.8228
2021-08-27,0.4318,64.162302,-51.358669,0.9572
2021-08-28,0.392,64.162291,-51.358688,0.9919
2021-08-29,0.6552,64.162287,-51.358677,0.8732
2021-08-30,0.4678,64.162281,-51.358661,0.0064
2021-08-31,0.4444,64.162274,-51.358667,0.0
2021-09-01,0.3838,64.162271,-51.358666,0.0
2021-09-02,0.3296,64.16229,-51.358675,0.1545
2022-05-01,0.7667,64.162286,-51.358666,0.1253
2022-05-02,0.7796,64.162308,-51.358647,0.4508
2022-05-03,0.8728,64.16229,-51.358656,0.8983
2022-05-04,0.8947,64.162298,-51.358656,0.5799
2022-05-05,0.7591,64.162285,-51.358645,0.005
2022-05-06,0.7585,64.162297,-51.358636,0.0991
2022-05-07,0.7714,64.162292,-51.358675,0.2374
2022-05-08,0.7547,64.1623,-51.358649,0.1575
2022-05-09,0.7502,64.1623,-51.358649,0.4237
2022-05-10,0.8442,64.162278,-51.358645,0.9898
2022-05-11,0.8398,64.162308,-51.358645,0.955
2022-05-12,0.813,64.16228,-51.35864,0.9341
2022-05-13,0.8147,64.162271,-51.358646,0.6819
2022-05-14,0.781,64.162285,-51.358637,0.7001
2022-05-15,0.7632,64.162289,-51.358631,0.2945
2022-05-16,0.7543,64.162305,-51.35864,0.0948
2022-05-17,0.7403,64.162289,-51.358661,0.078
2022-05-18,0.7189,64.162284,-51.358648,0.0869
2022-05-19,0.6952,64.162296,-51.358548,0.0853
2022-05-20,0.693,64.162338,-51.358442,0.0887
2022-05-21,0.7306,64.162309,-51.358599,0.539
2022-05-22,0.8376,64.162278,-51.358641,0.949
2022-05-23,0.8301,64.162299,-51.358626,0.83
2022-05-24,0.8463,64.162284,-51.358629,0.8232
2022-05-25,0.7657,64.162304,-51.358584,0.4611
2022-05-26,0.8469,64.162281,-51.358615,0.7579
2022-05-27,0.7816,64.162292,-51.358641,0.8201
2022-05-28,0.8049,64.162279,-51.358628,0.5362
2022-05-29,0.771,64.16229,-51.358659,0.2681
2022-05-30,0.7063,64.162322,-51.358627,0.2162
2022-05-31,0.6753,64.162298,-51.358635,0.0593
2022-06-01,0.6538,64.162312,-51.358704,0.0138
2022-06-02,0.6425,64.16228,-51.358636,0.0217
2022-06-03,0.6383,64.162295,-51.358601,0.015
2022-06-04,0.6657,64.162287,-51.358698,0.1031
2022-06-05,0.6549,64.162284,-51.358693,0.0551
2022-06-06,0.6497,64.162279,-51.35866,0.0181
2022-06-07,0.6765,64.162287,-51.358666,0.1745
2022-06-08,0.6733,64.162274,-51.358687,0.1593
2022-06-09,0.6724,64.162281,-51.358671,0.2034
2022-06-10,0.7282,64.162285,-51.358673,0.698
2022-06-11,0.6936,64.162282,-51.358672,0.815
2022-06-12,0.761,64.162286,-51.358677,0.716
2022-06-13,0.8565,64.162288,-51.358666,0.9804
2022-06-14,0.7472,64.162564,-51.358018,0.3082
2022-06-15,0.7328,64.162265,-51.358698,0.2327
2022-06-16,0.7072,64.162285,-51.35868,0.4609
2022-06-17,0.8075,64.16228,-51.358657,0.9932
2022-06-18,0.7788,64.162266,-51.358684,1.0
2022-06-19,0.7295,64.162285,-51.358664,0.9941
2022-06-20,0.7592,64.162275,-51.358714,0.9957
2022-06-21,0.8148,64.162269,-51.358674,0.785
2022-06-22,0.7329,64.162296,-51.35869,0.5481
2022-06-23,0.6272,64.162289,-51.358682,0.0787
2022-06-24,0.6901,64.162274,-51.35872,0.6514
2022-06-25,0.6396,64.162292,-51.358684,0.6579
2022-06-26,0.704,64.162264,-51.358731,0.9652
2022-06-27,0.7339,64.162287,-51.358666,0.9597
2022-06-28,0.712,64.162293,-51.358672,0.6468
2022-06-29,0.7147,64.162271,-51.358688,0.9723
2022-06-30,0.7419,64.162273,-51.35867,0.9504
2022-07-01,0.7313,64.162277,-51.35869,0.9897
2022-07-02,0.6779,64.16226,-51.358682,0.6724
2022-07-03,0.6252,64.162274,-51.358693,0.5058
2022-07-04,0.6985,64.162265,-51.358686,0.7593
2022-07-05,0.6142,64.162269,-51.358681,0.5111
2022-07-06,0.7206,64.162269,-51.358674,0.7957
2022-07-07,0.6733,64.162273,-51.358675,0.5941
2022-07-08,0.6192,64.16227,-51.358668,0.1486
2022-07-09,0.6286,64.162276,-51.358678,0.2586
2022-07-10,0.674,64.162286,-51.358664,0.5905
2022-07-11,0.6358,64.162271,-51.35866,0.2525
2022-07-12,0.6596,64.162271,-51.358664,0.6934
2022-07-13,0.6753,64.162278,-51.358658,0.6819
2022-07-14,0.6106,64.162292,-51.358695,0.074
2022-07-15,0.6027,64.162299,-51.358686,0.1363
2022-07-16,0.6532,64.16229,-51.358676,0.6758
2022-07-17,0.7161,64.162293,-51.358676,0.9534
2022-07-18,0.6165,64.162274,-51.358659,0.6956
2022-07-19,0.597,64.162276,-51.358662,0.6207
2022-07-20,0.625,64.162272,-51.358666,0.8789
2022-07-21,0.451,64.162276,-51.358677,0.8071
2022-07-22,0.4059,64.162281,-51.358656,0.1778
2022-07-23,0.3617,64.162276,-51.358657,0.1833
2022-07-24,0.4183,64.162275,-51.358652,0.3938
2022-07-25,0.4373,64.16227,-51.358643,0.1452
2022-07-26,0.4844,64.162274,-51.358678,0.7732
2022-07-27,0.4644,64.162279,-51.358662,0.2344
2022-07-28,0.4554,64.162278,-51.358664,0.2476
2022-07-29,0.395,64.162284,-51.358655,0.8969
2022-07-30,0.3071,64.162282,-51.358664,0.5154
2022-07-31,0.3462,64.162284,-51.358663,0.2182
2022-08-01,0.3495,64.162301,-51.358672,0.8509
2022-08-02,0.3322,64.16229,-51.358661,0.7307
2022-08-03,0.3685,64.162278,-51.358652,0.71
2022-08-04,0.3558,64.16228,-51.358667,0.982
2022-08-05,0.3819,64.162277,-51.358678,0.9774
2022-08-06,0.3441,64.162272,-51.358664,0.6485
2022-08-07,0.4495,64.16228,-51.358664,0.9447
2022-08-08,0.4363,64.162278,-51.358668,0.5273
2022-08-09,0.4837,64.162279,-51.358677,0.9755
2022-08-10,0.4132,64.16229,-51.35867,0.8515
2022-08-11,0.4046,64.16229,-51.358668,0.2534
2022-08-12,0.3977,64.162285,-51.35868,0.0876
2022-08-13,0.4252,64.162285,-51.358667,0.2144
2022-08-14,0.3848,64.162289,-51.358651,0.988
2022-08-15,0.3438,64.162287,-51.358664,0.9684
2022-08-16,0.3374,64.162288,-51.35867,0.9608
2022-08-17,0.4176,64.162282,-51.358684,0.6682
2022-08-18,0.4189,64.162287,-51.358671,0.0916
2022-08-19,0.4293,64.162277,-51.358675,0.4009
2022-08-20,0.4623,64.162287,-51.358666,0.9728
2022-08-21,0.4559,64.162274,-51.358661,0.6114
2022-08-22,0.3995,64.162266,-51.358686,0.6456
2022-08-23,0.3897,64.162266,-51.358664,0.92
2022-08-24,0.3605,64.162268,-51.358668,0.6016
2022-08-25,0.3557,64.162271,-51.358672,0.9995
2022-08-26,0.3447,64.162276,-51.358676,0.3026
2022-08-27,0.3879,64.162276,-51.358686,0.3232
2022-08-28,0.3915,64.162281,-51.358698,0.2345
2022-08-29,0.4207,64.162269,-51.358674,0.5049
2022-08-30,0.756,64.162282,-51.35868,0.999
2022-08-31,0.7123,64.16228,-51.358688,0.786
2022-09-01,0.623,64.162291,-51.35869,0.7131
2022-09-02,0.4053,64.162282,-51.358674,0.9848
2022-09-03,0.3946,64.16229,-51.358674,0.9945
2022-09-04,0.3466,64.162282,-51.358678,0.8622
2022-09-05,0.4295,64.162278,-51.358667,0.9711
2022-09-06,0.4602,64.162275,-51.358665,0.9023
2022-09-07,0.4179,64.162275,-51.358667,0.7081
2022-09-08,0.4067,64.162275,-51.358673,0.4428
2022-09-09,0.4003,64.162281,-51.358664,0.3399
2022-09-10,0.4106,64.162291,-51.358658,0.4624
2022-09-11,0.4246,64.162284,-51.358663,0.8956
2022-09-12,0.3707,64.162277,-51.358669,0.9146
2022-09-13,0.3862,64.162274,-51.358663,0.6704
2022-09-14,0.3787,64.162274,-51.358674,0.8189
2022-09-15,0.3993,64.162277,-51.358692,0.9888
2022-09-16,0.3622,64.162285,-51.358681,0.9121
2022-09-17,0.3595,64.162284,-51.358684,0.9266
2022-09-18,0.3461,64.162288,-51.358677,0.4724
2022-09-19,0.3532,64.162294,-51.358681,0.2998
2022-09-20,0.4361,64.162288,-51.358694,0.6988
2022-09-21,0.4252,64.162285,-51.358702,0.8762
2022-09-22,0.4012,64.162284,-51.358696,0.9166
2022-09-23,0.458,64.16229,-51.358691,0.985
2022-09-24,0.452,64.162293,-51.358682,0.8567
2022-09-25,0.4088,64.162282,-51.358694,0.6105
2022-09-26,0.4342,64.162282,-51.358692,0.9989
2022-09-27,0.4077,64.162284,-51.35868,0.9885
2022-09-28,0.3995,64.162278,-51.358679,0.9959
2022-09-29,0.4373,64.16228,-51.358685,0.9836
2022-09-30,0.9696,64.162282,-51.358694,0.9943
2023-05-01,0.642,64.162269,-51.358684,0.0869
2023-05-02,0.6356,64.162259,-51.358687,0.0745
2023-05-03,0.7544,64.162272,-51.358684,0.6214
2023-05-04,0.7963,64.162264,-51.358688,0.9164
2023-05-05,0.6649,64.162273,-51.358695,0.3217
2023-05-06,0.7829,64.162263,-51.358682,0.9017
2023-05-07,0.7598,64.162278,-51.358702,0.7765
2023-05-08,0.6859,64.162279,-51.35866,0.365
2023-05-09,0.8354,64.162263,-51.35869,0.9675
2023-05-10,0.775,64.162284,-51.358693,0.6378
2023-05-11,0.7112,64.162278,-51.358682,0.8526
2023-05-12,0.7422,64.162293,-51.358656,0.7647
2023-05-13,0.8168,64.162282,-51.358673,0.9839
2023-05-14,0.8521,64.162287,-51.358675,0.8932
2023-05-15,0.7949,64.162292,-51.358691,0.626
2023-05-16,0.7677,64.162286,-51.358681,0.9122
2023-05-17,0.7361,64.162292,-51.358671,0.6587
2023-05-18,0.7133,64.162288,-51.35868,0.6958
2023-05-19,0.8643,64.162274,-51.358693,0.8351
2023-05-20,0.8564,64.162283,-51.358678,0.9029
2023-05-21,0.7587,64.162271,-51.358693,0.4417
2023-05-22,0.8202,64.162272,-51.358676,0.4924
2023-05-23,0.8867,64.162266,-51.358689,0.9877
2023-05-24,0.8247,64.162276,-51.358683,0.8384
2023-05-25,0.7846,64.162278,-51.3587,0.706
2023-05-26,0.9002,64.162286,-51.358678,0.9522
2023-05-27,0.8622,64.162277,-51.358678,0.9631
2023-05-28,0.7504,64.162281,-51.358679,0.5209
2023-05-29,0.7368,64.162286,-51.358664,0.1402
2023-05-30,0.7476,64.16229,-51.358682,0.758
2023-05-31,0.8408,64.162288,-51.358676,0.968
2023-06-01,0.8728,64.162283,-51.358668,0.9822
2023-06-02,0.766,64.162294,-51.358674,0.691
2023-06-03,0.813,64.162291,-51.358686,0.5681
2023-06-04,0.8531,64.162288,-51.3587,0.8382
2023-06-05,0.8908,64.162277,-51.358691,0.9949
2023-06-06,0.9068,64.162288,-51.358686,0.9995
2023-06-07,0.7676,64.162288,-51.358694,0.7235
2023-06-08,0.8011,64.16229,-51.358664,0.8275
2023-06-09,0.7824,64.162274,-51.358662,0.8568
2023-06-10,0.7229,64.162262,-51.358695,0.4598
2023-06-11,0.7396,64.162297,-51.358694,0.8356
2023-06-12,0.7987,64.162282,-51.35869,0.8986
2023-06-13,0.7307,64.162289,-51.358672,0.7783
2023-06-14,0.6795,64.162288,-51.358691,0.4583
2023-06-15,0.7322,64.162294,-51.358711,0.3734
2023-06-16,0.7015,64.162278,-51.358691,0.3504
2023-06-17,0.679,64.162285,-51.358698,0.1026
2023-06-18,0.6639,64.162277,-51.358686,0.2031
2023-06-19,0.6329,64.162278,-51.358677,0.1437
2023-06-20,0.7138,64.162287,-51.358691,0.6572
2023-06-21,0.7155,64.162285,-51.358685,0.9595
2023-06-22,0.7617,64.162297,-51.358685,0.9958
2023-06-23,0.6322,64.162291,-51.35868,0.6475
2023-06-24,0.6069,64.162286,-51.358684,0.1215
2023-06-25,0.6305,64.162282,-51.35869,0.3303
2023-06-26,0.6236,64.162287,-51.358694,0.3542
2023-06-27,0.7693,64.162296,-51.358708,0.8517
2023-06-28,0.6404,64.162278,-51.358698,0.5547
2023-06-29,0.753,64.162286,-51.358709,0.853
2023-06-30,0.8222,64.162281,-51.358681,0.9801
2023-07-01,0.7203,64.162274,-51.358692,0.9779
2023-07-02,0.6526,64.162281,-51.358688,0.5524
2023-07-03,0.7147,64.162279,-51.358698,0.8774
2023-07-04,0.7352,64.162279,-51.358689,0.9751
2023-07-05,0.7013,64.162277,-51.358681,0.8456
2023-07-06,0.6151,64.162286,-51.358712,0.7389
2023-07-07,0.6298,64.16228,-51.358672,0.2905
2023-07-08,0.5961,64.162264,-51.358675,0.2214
2023-07-09,0.661,64.162272,-51.35869,0.8972
2023-07-10,0.4544,64.162272,-51.358698,0.9065
2023-07-11,0.4697,64.162278,-51.358675,0.9954
2023-07-12,0.3666,64.162273,-51.358701,0.2784
2023-07-13,0.3858,64.162264,-51.358686,0.563
2023-07-14,0.4375,64.162274,-51.358676,0.9793
2023-07-15,0.4236,64.162277,-51.358689,0.9094
2023-07-16,0.4156,64.162278,-51.358708,0.9654
2023-07-17,0.4359,64.162272,-51.358691,0.9974
2023-07-18,0.4044,64.162274,-51.358689,0.9606
2023-07-19,0.4225,64.162267,-51.358702,0.8806
2023-07-20,0.4116,64.16227,-51.358705,0.9867
2023-07-21,0.4169,64.162276,-51.358698,0.918
2023-07-22,0.4577,64.162272,-51.358696,0.7974
2023-07-23,0.3686,64.162285,-51.358684,0.5483
2023-07-24,0.395,64.162268,-51.358686,0.086
2023-07-25,0.403,64.16227,-51.358684,0.0019
2023-07-26,0.4492,64.162279,-51.358689,0.1741
2023-07-27,0.4572,64.162274,-51.358692,0.8182
2023-07-28,0.4461,64.162281,-51.358689,0.867
2023-07-29,0.4184,64.162272,-51.358679,0.5451
2023-07-30,0.4157,64.162288,-51.358689,0.6313
2023-07-31,0.4427,64.162284,-51.358692,0.2772
2023-08-01,0.4645,64.162288,-51.3587,0.561
2023-08-02,0.4658,64.162292,-51.358686,0.9992
2023-08-03,0.408,64.162297,-51.358692,0.6668
2023-08-04,0.4854,64.162298,-51.358693,0.8654
2023-08-05,0.4169,64.162277,-51.358677,0.9206
2023-08-06,0.4151,64.162268,-51.358687,0.0374
2023-08-07,0.4397,64.162282,-51.358687,0.027
2023-08-08,0.4536,64.162288,-51.35869,0.0535
2023-08-09,0.4518,64.162284,-51.358696,0.1777
2023-08-10,0.4435,64.162279,-51.358686,0.563
2023-08-11,0.4113,64.162285,-51.35869,0.2343
2023-08-12,0.4528,64.162275,-51.358673,0.3857
2023-08-13,0.4488,64.162288,-51.358682,0.7997
2023-08-14,0.4027,64.162307,-51.358692,0.4419
2023-08-15,0.4017,64.16229,-51.358703,0.0466
2023-08-16,0.4042,64.162291,-51.358689,0.079
2023-08-17,0.3816,64.162282,-51.358678,0.1893
2023-08-18,0.433,64.162277,-51.358684,0.2127
2023-08-19,0.398,64.162279,-51.358686,0.6287
2023-08-20,0.3417,64.162275,-51.358698,0.7365
2023-08-21,0.3614,64.162268,-51.358686,0.5505
2023-08-22,0.3757,64.162282,-51.358692,0.9084
2023-08-23,0.365,64.162276,-51.358695,0.9488
2023-08-24,0.3845,64.162284,-51.358674,0.9121
2023-08-25,0.3818,64.16227,-51.358681,0.8929
2023-08-26,0.4201,64.162274,-51.358674,0.9801
2023-08-27,0.3957,64.162278,-51.358684,0.9618
2023-08-28,0.373,64.16227,-51.358685,0.896
2023-08-29,0.4001,64.162279,-51.358684,0.9212
2023-08-30,0.6292,64.162281,-51.358684,0.996
2023-08-31,0.7638,64.162282,-51.358673,0.8464
2023-09-01,0.6892,64.162286,-51.358698,0.2016
2023-09-02,0.8343,64.16227,-51.358683,0.9629
2023-09-03,0.7128,64.162282,-51.358704,0.6124
2023-09-04,0.5126,64.162288,-51.35869,0.8982
2023-09-05,0.419,64.162285,-51.358698,0.987
2023-09-06,0.5353,64.162282,-51.358681,0.9933
2023-09-07,0.9555,64.162276,-51.358697,0.9958
2023-09-08,0.8436,64.162278,-51.358712,0.9976
2023-09-09,0.6814,64.1623,-51.358727,0.4652
2023-09-10,0.7205,64.162289,-51.358684,0.1466
2023-09-11,0.8257,64.162277,-51.358689,0.7086
2023-09-12,0.8551,64.16228,-51.358706,0.9803
2023-09-13,0.739,64.162291,-51.358703,0.894
2023-09-14,0.7823,64.162289,-51.358694,0.8589
2023-09-15,0.7849,64.162288,-51.358698,0.9506
2023-09-16,0.8922,64.162286,-51.358693,0.9819
2023-09-17,0.7121,64.162274,-51.358696,0.5234
2023-09-18,0.6558,64.162282,-51.358689,0.1206
2023-09-19,0.6948,64.162285,-51.358682,0.1963
2023-09-20,0.7456,64.162288,-51.35868,0.3686
2023-09-22,0.8465,64.162288,-51.358695,0.9567
2023-09-23,0.6877,64.162287,-51.35868,0.621
2023-09-24,0.6039,64.162283,-51.358684,0.0322
2023-09-25,0.7735,64.162288,-51.358688,0.7707
2023-09-26,0.5721,64.162279,-51.358683,0.2595
2023-09-27,0.7404,64.162279,-51.358683,0.8584
2023-09-28,0.9145,64.162284,-51.358682,0.964
2023-09-29,0.9097,64.162281,-51.35869,0.8531
2023-09-30,0.6343,64.162282,-51.358695,0.737
