time,alb_THU_U2,lat_THU_U2,lon_THU_U2,cloud_THU_U2
2020-08-30,0.8518,76.390287,-68.110026,0.0853
2020-08-31,0.8784,76.390289,-68.110025,0.3541
2020-09-01,0.8962,76.390297,-68.110006,0.6752
2020-09-02,0.8871,76.390294,-68.110032,0.8114
2020-09-03,0.8985,76.390295,-68.110015,0.7932
2020-09-04,0.8751,76.390299,-68.110014,0.7054
2020-09-05,0.8475,76.390296,-68.110004,0.1094
2021-05-01,0.8735,76.390309,-68.11012,0.4188
2021-05-02,0.7885,76.390296,-68.110121,0.2208
2021-05-03,0.7959,76.390292,-68.110125,0.2349
2021-05-04,0.7806,76.390297,-68.11011,0.0817
2021-05-05,0.8114,76.390306,-68.110129,0.2179
2021-05-06,0.7825,76.390304,-68.110112,0.2094
2021-05-07,0.8801,76.390304,-68.110145,0.6919
2021-05-08,0.7466,76.390328,-68.11012,0.5744
2021-05-09,0.7737,76.3903,-68.11016,0.4064
2021-05-10,0.8211,76.390296,-68.11014,0.3706
2021-05-11,0.8641,76.390299,-68.110112,0.8298
2021-05-12,0.8968,76.390292,-68.110135,0.9077
2021-05-13,0.9068,76.390294,-68.110133,0.8641
2021-05-14,0.8795,76.390315,-68.110139,0.8709
2021-05-15,0.874,76.390299,-68.11012,0.8436
2021-05-16,0.8672,76.390301,-68.110097,0.7916
2021-05-17,0.8794,76.390303,-68.110093,0.8523
2021-05-18,0.9043,76.39031,-68.110093,0.9757
2021-05-19,0.9158,76.390291,-68.11014,0.9667
2021-05-20,0.8709,76.390298,-68.110174,0.8064
2021-05-21,0.7462,76.390316,-68.110132,0.2495
2021-05-22,0.864,76.390302,-68.11012,0.5006
2021-05-23,0.7597,76.390304,-68.110179,0.1611
2021-05-24,0.7387,76.390302,-68.110154,0.0772
2021-05-25,0.7435,76.3903,-68.110182,0.0693
2021-05-26,0.7616,76.390309,-68.110164,0.1291
2021-05-27,0.8393,76.390307,-68.110187,0.3931
2021-05-28,0.7567,76.39029,-68.110173,0.2754
2021-05-29,0.6742,76.390278,-68.110219,0.4219
2021-05-30,0.8486,76.390287,-68.110206,0.7487
2021-05-31,0.8233,76.390299,-68.110149,0.8604
2021-06-01,0.8765,76.390298,-68.110177,0.9275
2021-06-02,0.8227,76.390316,-68.110163,0.7625
2021-06-03,0.7552,76.39032,-68.110139,0.0948
2021-06-04,0.7424,76.390309,-68.110148,0.2821
2021-06-05,0.7178,76.390303,-68.110184,0.0673
2021-06-06,0.6929,76.390286,-68.11017,0.0514
2021-06-07,0.7015,76.390286,-68.11022,0.0377
2021-06-08,0.7056,76.390269,-68.110208,0.0713
2021-06-09,0.7232,76.390269,-68.110223,0.0777
2021-06-10,0.6967,76.390265,-68.110186,0.0775
2021-06-11,0.6869,76.390266,-68.11016,0.0075
2021-06-12,0.6824,76.390265,-68.110171,0.0542
2021-06-13,0.667,76.390264,-68.110169,0.1212
2021-06-14,0.6773,76.390265,-68.110163,0.0714
2021-06-15,0.7108,76.390277,-68.110195,0.1778
2021-06-16,0.7791,76.390283,-68.110173,0.7572
2021-06-17,0.6853,76.390282,-68.110174,0.1105
2021-06-18,0.6797,76.390286,-68.110166,0.0194
2021-06-19,0.6684,76.390281,-68.110158,0.0037
2021-06-20,0.6691,76.390282,-68.110154,0.021
2021-06-21,0.6857,76.390281,-68.110153,0.0857
2021-06-22,0.7472,76.390285,-68.110165,0.3574
2021-06-23,0.6897,76.390285,-68.110168,0.215
2021-06-24,0.7937,76.390281,-68.110148,0.6748
2021-06-25,0.7412,76.39027,-68.110128,0.7104
2021-06-26,0.7947,76.390266,-68.110142,0.6682
2021-06-27,0.845,76.390276,-68.110122,0.924
2021-06-28,0.6862,76.390276,-68.110148,0.1529
2021-06-29,0.7764,76.390282,-68.110161,0.5582
2021-06-30,0.8593,76.390288,-68.110179,0.9444
2021-07-01,0.8798,76.390282,-68.11015,0.9411
2021-07-02,0.8999,76.39028,-68.110153,0.8518
2021-07-03,0.8389,76.390278,-68.110151,0.5664
2021-07-04,0.7414,76.390275,-68.110124,0.699
2021-07-05,0.7264,76.390279,-68.110148,0.0783
2021-07-06,0.7671,76.390279,-68.110154,0.2016
2021-07-07,0.7614,76.39028,-68.11013,0.3156
2021-07-08,0.6959,76.390279,-68.110142,0.4357
2021-07-09,0.7759,76.390283,-68.110148,0.313
2021-07-10,0.8615,76.390289,-68.110153,0.6149
2021-07-11,0.73,76.390287,-68.110154,0.2587
2021-07-12,0.8653,76.390292,-68.110153,0.5
2021-07-13,0.8238,76.390286,-68.110161,0.7836
2021-07-14,0.8645,76.39028,-68.110163,0.928
2021-07-15,0.8835,76.390289,-68.110139,0.9219
2021-07-16,0.8984,76.390286,-68.110171,0.9516
2021-07-17,0.883,76.390282,-68.110139,0.9503
2021-07-18,0.6079,76.390278,-68.110165,0.8545
2021-07-19,0.775,76.390281,-68.110185,0.3161
2021-07-20,0.8621,76.390269,-68.110155,0.7954
2021-07-21,0.8889,76.390281,-68.110143,0.9622
2021-07-22,0.8811,76.390273,-68.110176,0.9578
2021-07-23,0.8028,76.390265,-68.110167,0.6186
2021-07-24,0.7152,76.390273,-68.110173,0.1125
2021-07-25,0.6938,76.390278,-68.110172,0.5457
2021-07-26,0.871,76.390278,-68.11017,0.4897
2021-07-27,0.8379,76.390274,-68.110182,0.9945
2021-07-28,0.8548,76.390269,-68.110174,0.9991
2021-07-29,0.8095,76.39026,-68.110132,0.9818
2021-07-30,0.8235,76.390268,-68.110176,0.962
2021-07-31,0.759,76.390277,-68.110184,0.5658
2021-08-01,0.7767,76.390264,-68.11018,0.713
2021-08-02,0.7596,76.390269,-68.110151,0.5248
2021-08-03,0.7974,76.390271,-68.110149,0.7284
2021-08-04,0.7134,76.390267,-68.110169,0.2945
2021-08-05,0.7197,76.390267,-68.110179,0.1588
2021-08-06,0.7131,76.390269,-68.110186,0.151
2021-08-07,0.72,76.390272,-68.110172,0.5971
2021-08-08,0.7238,76.390268,-68.110186,0.1687
2021-08-09,0.7995,76.390265,-68.11017,0.78
2021-08-10,0.8353,76.39026,-68.110172,0.6626
2021-08-11,0.8093,76.390262,-68.110162,0.9903
2021-08-12,0.7268,76.39026,-68.110152,0.8084
2021-08-13,0.7252,76.390262,-68.11016,0.1266
2021-08-14,0.7881,76.390258,-68.110158,0.9188
2021-08-15,0.819,76.390252,-68.11015,0.9712
2021-08-16,0.8602,76.39026,-68.110161,0.9879
2021-08-17,0.8064,76.390264,-68.110165,0.8664
2021-08-18,0.7944,76.390267,-68.110162,0.418
2021-08-19,0.7512,76.390268,-68.110193,0.1389
2021-08-20,0.7541,76.390267,-68.11018,0.1614
2021-08-21,0.7692,76.390267,-68.110164,0.689
2021-08-22,0.7903,76.390268,-68.110179,0.0795
2021-08-23,0.7675,76.390268,-68.110197,0.0928
2021-08-24,0.812,76.390268,-68.110194,0.7422
2021-08-25,0.8533,76.390262,-68.11018,0.9443
2021-08-26,0.8897,76.390265,-68.110178,0.9063
2021-08-27,0.8752,76.390261,-68.110187,0.8426
2021-08-28,0.879,76.390261,-68.110167,0.9158
2021-08-29,0.8466,76.390264,-68.110174,0.7679
2021-08-30,0.8294,76.390266,-68.110185,0.3595
2021-08-31,0.8531,76.390265,-68.110182,0.3666
2021-09-01,0.8766,76.390263,-68.110164,0.4968
2021-09-02,0.8762,76.390268,-68.11017,0.1873
2021-09-03,0.871,76.390273,-68.110175,0.7751
2021-09-04,0.9264,76.390275,-68.110163,0.9106
2022-05-01,0.7732,76.390272,-68.110325,0.1764
2022-05-02,0.7813,76.390267,-68.110341,0.1276
2022-05-03,0.7794,76.390272,-68.110316,0.2236
2022-05-04,0.833,76.390274,-68.110341,0.8104
2022-05-05,0.8103,76.39027,-68.11034,0.6784
2022-05-06,0.7875,76.390261,-68.110325,0.2323
2022-05-07,0.8241,76.390279,-68.110293,0.3856
2022-05-08,0.8162,76.390278,-68.110276,0.516
2022-05-09,0.6255,76.390269,-68.110319,0.2735
2022-05-10,0.6241,76.390256,-68.110432,0.0757
2022-05-11,0.6326,76.390239,-68.110407,0.2836
2022-05-12,0.5886,76.390225,-68.110315,0.1705
2022-05-13,0.5809,76.390217,-68.110456,0.0
2022-05-14,0.5747,76.390258,-68.11035,0.0
2022-05-15,0.6177,76.390264,-68.110288,0.3911
2022-05-16,0.6066,76.390217,-68.11031,0.0909
2022-05-17,0.6052,76.390234,-68.110344,0.0
2022-05-18,0.6188,76.390226,-68.110377,0.1846
2022-05-19,0.6287,76.390281,-68.110345,0.8194
2022-05-20,0.6019,76.390248,-68.110379,0.2808
2022-05-21,0.6679,76.390262,-68.110374,0.6041
2022-05-22,0.6628,76.390246,-68.110376,0.5375
2022-05-23,0.6298,76.390242,-68.110395,0.9201
2022-05-24,0.6239,76.390248,-68.110318,0.2189
2022-05-25,0.5998,76.390258,-68.110285,0.4605
2022-05-26,0.6175,76.390216,-68.110368,0.0163
2022-05-27,0.5989,76.390269,-68.110427,0.4473
2022-05-28,0.6189,76.390245,-68.11036,0.6766
2022-05-29,0.631,76.390262,-68.110387,0.5753
2022-05-30,0.6288,76.390256,-68.110359,0.7416
2022-05-31,0.62,76.390244,-68.110367,0.2313
2022-06-01,0.634,76.390227,-68.110242,0.1834
2022-06-02,0.6159,76.390254,-68.110441,0.9434
2022-06-03,0.6524,76.390256,-68.110394,0.8885
2022-06-04,0.6651,76.390251,-68.110396,0.4971
2022-06-05,0.5959,76.3902,-68.110454,0.0059
2022-06-06,0.6344,76.390221,-68.11038,0.7527
2022-06-07,0.652,76.39022,-68.110374,0.314
2022-06-08,0.6637,76.390236,-68.110374,0.8283
2022-06-09,0.6789,76.390252,-68.110369,0.7175
2022-06-10,0.6239,76.390228,-68.110346,0.5904
2022-06-11,0.6321,76.39024,-68.110342,0.7072
2022-06-12,0.6653,76.390225,-68.110216,0.3255
2022-06-13,0.6039,76.390249,-68.110284,0.0638
2022-06-14,0.5963,76.390275,-68.110362,0.0022
2022-06-15,0.6173,76.390265,-68.110294,0.0284
2022-06-16,0.5951,76.390249,-68.110266,0.0548
2022-06-17,0.5622,76.390237,-68.110329,0.0
2022-06-18,0.5528,76.390215,-68.110352,0.0239
2022-06-19,0.5757,76.390241,-68.110465,0.2878
2022-06-20,0.629,76.390228,-68.110334,0.4676
2022-06-21,0.5648,76.390236,-68.110335,0.1722
2022-06-22,0.596,76.390218,-68.110331,0.1881
2022-06-23,0.582,76.390272,-68.110316,0.0
2022-06-24,0.6319,76.390228,-68.11045,0.2611
2022-06-25,0.6054,76.390266,-68.110327,0.382
2022-06-26,0.5674,76.390315,-68.110464,0.5606
2022-06-27,0.4981,76.390235,-68.110406,0.3152
2022-06-28,0.5306,76.390239,-68.110417,0.0
2022-06-29,0.5208,76.390238,-68.110352,0.0
2022-06-30,0.5785,76.390241,-68.110307,0.2362
2022-07-01,0.5185,76.390245,-68.110341,0.2265
2022-07-02,0.6002,76.390234,-68.110329,0.368
2022-07-03,0.6354,76.390251,-68.110363,0.9218
2022-07-04,0.5362,76.390229,-68.110327,0.1959
2022-07-05,0.5184,76.390253,-68.110347,0.0
2022-07-06,0.5807,76.390254,-68.110342,0.3001
2022-07-07,0.5334,76.390222,-68.110316,0.2531
2022-07-08,0.5205,76.390249,-68.11034,0.0
2022-07-09,0.523,76.390255,-68.110363,0.0269
2022-07-10,0.572,76.390255,-68.110372,0.2088
2022-07-11,0.5314,76.390256,-68.110362,0.0928
2022-07-12,0.5354,76.390253,-68.110372,0.0725
2022-07-13,0.5541,76.390249,-68.110344,0.9533
2022-07-14,0.4916,76.390249,-68.110346,0.359
2022-07-15,0.4963,76.39026,-68.110374,0.2528
2022-07-16,0.4884,76.390241,-68.110327,0.0083
2022-07-17,0.4858,76.39024,-68.11034,0.0
2022-07-18,0.4675,76.390242,-68.110343,0.0
2022-07-19,0.4472,76.390247,-68.110345,0.016
2022-07-20,0.4727,76.390235,-68.110314,0.188
2022-07-21,0.434,76.390236,-68.110353,0.8083
2022-07-22,0.5579,76.39024,-68.110328,0.9394
2022-07-23,0.6065,76.390235,-68.110284,0.9435
2022-07-24,0.5535,76.390231,-68.110307,0.8938
2022-07-25,0.5344,76.390241,-68.110351,0.0097
2022-07-26,0.5344,76.39024,-68.110332,0.0
2022-07-27,0.5837,76.390243,-68.110378,0.2352
2022-07-28,0.5363,76.390237,-68.110336,0.1088
2022-07-29,0.5384,76.390232,-68.110386,0.0456
2022-07-30,0.5259,76.390232,-68.11037,0.6135
2022-07-31,0.4952,76.390237,-68.110355,0.4882
2022-08-01,0.4887,76.390235,-68.110388,0.0
2022-08-02,0.4906,76.390239,-68.110383,0.2153
2022-08-03,0.4894,76.390246,-68.110329,0.0282
2022-08-04,0.4694,76.390242,-68.110342,0.0
2022-08-05,0.4657,76.390245,-68.110351,0.1003
2022-08-06,0.4872,76.39025,-68.110417,0.0
2022-08-07,0.476,76.39024,-68.110324,0.0
2022-08-08,0.4855,76.390239,-68.110386,0.0
2022-08-09,0.4897,76.390235,-68.110331,0.026
2022-08-10,0.5174,76.390236,-68.110394,0.4241
2022-08-11,0.5826,76.390245,-68.110352,0.6918
2022-08-12,0.5484,76.390226,-68.110366,0.9587
2022-08-13,0.5923,76.390238,-68.110319,0.8807
2022-08-14,0.5532,76.39023,-68.110311,0.8773
2022-08-15,0.5327,76.390248,-68.110316,0.6212
2022-08-16,0.5312,76.390239,-68.110354,0.1775
2022-08-17,0.5577,76.390244,-68.110362,0.7978
2022-08-18,0.5985,76.390233,-68.110341,0.882
2022-08-19,0.5832,76.390238,-68.110364,0.5565
2022-08-20,0.5901,76.390238,-68.11035,0.0
2022-08-21,0.6296,76.390241,-68.110313,0.6627
2022-08-22,0.5614,76.390233,-68.110336,0.1086
2022-08-23,0.5532,76.390238,-68.110373,0.0
2022-08-24,0.6101,76.390246,-68.110357,0.7069
2022-08-25,0.5838,76.390234,-68.11037,0.0
2022-08-26,0.6045,76.390247,-68.110319,0.4048
2022-08-27,0.4536,76.390245,-68.110369,0.0744
2022-08-28,0.5126,76.390251,-68.110378,0.3233
2022-08-29,0.4413,76.390246,-68.110369,0.2354
2022-08-30,0.3947,76.390251,-68.110366,0.0
2022-08-31,0.4608,76.390252,-68.110376,0.1743
2022-09-01,0.5953,76.39026,-68.110329,0.522
2022-09-02,0.6421,76.390238,-68.110372,0.7693
2022-09-03,0.6618,76.390222,-68.110347,0.9858
2022-09-04,0.6527,76.390242,-68.110343,0.9504
2023-05-01,0.747,76.390199,-68.110354,0.5172
2023-05-02,0.83,76.390193,-68.110393,0.7703
2023-05-03,0.8995,76.390238,-68.110461,0.9269
2023-05-04,0.786,76.390227,-68.110389,0.7954
2023-05-05,0.7269,76.390219,-68.110374,0.5883
2023-05-06,0.7174,76.390196,-68.11041,0.0984
2023-05-07,0.7107,76.390218,-68.110588,0.083
2023-05-08,0.8405,76.390226,-68.110531,0.5751
2023-05-09,0.7444,76.390235,-68.110235,0.9264
2023-05-10,0.79,76.390257,-68.110464,0.3703
2023-05-11,0.7029,76.390232,-68.11036,0.098
2023-05-12,0.7017,76.390218,-68.110451,0.1404
2023-05-13,0.698,76.390226,-68.11048,0.1546
2023-05-14,0.6961,76.390212,-68.110434,0.1522
2023-05-15,0.6783,76.39021,-68.110388,0.1078
2023-05-16,0.7581,76.390209,-68.110499,0.419
2023-05-17,0.89,76.390235,-68.110484,0.9788
2023-05-18,0.7349,76.390243,-68.110424,0.3486
2023-05-19,0.6773,76.390218,-68.110457,0.1122
2023-05-20,0.8672,76.390231,-68.110491,0.6152
2023-05-21,0.9061,76.3902,-68.110476,0.8381
2023-05-22,0.7856,76.390196,-68.110467,0.6592
2023-05-23,0.8918,76.390188,-68.110407,0.6354
2023-05-24,0.8144,76.390223,-68.110528,0.89
2023-05-25,0.969,76.390213,-68.110484,0.9818
2023-05-26,0.9307,76.390206,-68.110425,0.959
2023-05-27,0.8083,76.390184,-68.110422,0.7506
2023-05-28,0.7926,76.390194,-68.11034,0.7532
2023-05-29,0.6955,76.390259,-68.110567,0.2013
2023-05-30,0.6899,76.390219,-68.110424,0.0314
2023-05-31,0.6936,76.39023,-68.110455,0.1162
2023-06-01,0.722,76.390219,-68.11051,0.1684
2023-06-02,0.7401,76.390208,-68.110472,0.2711
2023-06-03,0.7196,76.390216,-68.110503,0.2447
2023-06-04,0.6918,76.390211,-68.110533,0.1628
2023-06-05,0.6809,76.390214,-68.110488,0.1072
2023-06-06,0.902,76.390211,-68.110514,0.8412
2023-06-07,0.8864,76.390212,-68.110556,0.9178
2023-06-08,0.7563,76.390208,-68.110617,0.6037
2023-06-09,0.8695,76.390213,-68.110533,0.8037
2023-06-10,0.7279,76.390245,-68.110512,0.1289
2023-06-11,0.8662,76.390212,-68.110424,0.7256
2023-06-12,0.8492,76.390206,-68.110444,0.4126
2023-06-13,0.7443,76.390225,-68.1105,0.3861
2023-06-14,0.7103,76.390231,-68.110426,0.1211
2023-06-15,0.7025,76.390221,-68.110416,0.1054
2023-06-16,0.8101,76.390202,-68.110543,0.5513
2023-06-17,0.8354,76.390223,-68.110454,0.8459
2023-06-18,0.835,76.390211,-68.110506,0.9445
2023-06-19,0.9332,76.390223,-68.110428,0.9772
2023-06-20,0.9365,76.390221,-68.1105,0.9642
2023-06-21,0.7103,76.390237,-68.110652,0.6055
2023-06-22,0.8191,76.390227,-68.110487,0.6002
2023-06-23,0.6378,76.390203,-68.11048,0.091
2023-06-24,0.6628,76.390209,-68.110469,0.3474
2023-06-25,0.792,76.390211,-68.110459,0.3984
2023-06-26,0.6264,76.390242,-68.110524,0.2065
2023-06-27,0.6641,76.390262,-68.110403,0.3513
2023-06-28,0.6583,76.390215,-68.110551,0.6336
2023-06-29,0.6316,76.390202,-68.110534,0.0823
2023-06-30,0.634,76.390209,-68.110547,0.0899
2023-07-01,0.653,76.390203,-68.110427,0.3502
2023-07-02,0.7038,76.390215,-68.110441,0.6132
2023-07-03,0.617,76.390201,-68.110488,0.1087
2023-07-04,0.8052,76.390237,-68.110476,0.5769
2023-07-05,0.626,76.390193,-68.110468,0.5537
2023-07-06,0.7684,76.390232,-68.110481,0.855
2023-07-07,0.8204,76.390203,-68.1105,0.805
2023-07-08,0.6967,76.390203,-68.110496,0.758
2023-07-09,0.7332,76.390218,-68.110566,0.7884
2023-07-10,0.8488,76.390204,-68.110582,0.9574
2023-07-11,0.7615,76.390188,-68.1105,0.5761
2023-07-12,0.627,76.3902,-68.110502,0.3658
2023-07-13,0.5954,76.3902,-68.11047,0.235
2023-07-14,0.6061,76.390188,-68.110556,0.1764
2023-07-15,0.6144,76.390192,-68.110484,0.1653
2023-07-16,0.721,76.390206,-68.110364,0.479
2023-07-17,0.6164,76.390187,-68.110504,0.4495
2023-07-18,0.6035,76.390198,-68.110498,0.12
2023-07-19,0.5879,76.390208,-68.11056,0.1577
2023-07-20,0.5862,76.390201,-68.110598,0.1524
2023-07-21,0.6289,76.390195,-68.110569,0.2437
2023-07-22,0.8023,76.390192,-68.110515,0.828
2023-07-23,0.6244,76.390195,-68.110515,0.4086
2023-07-24,0.5886,76.390203,-68.110535,0.6694
2023-07-25,0.5768,76.390205,-68.110537,0.2394
2023-07-26,0.5784,76.39021,-68.110515,0.1341
2023-07-27,0.5772,76.390223,-68.110548,0.049
2023-07-28,0.5523,76.39022,-68.110522,0.1149
2023-07-29,0.409,76.390214,-68.110541,0.2811
2023-07-31,0.656,76.390218,-68.110523,0.4002
2023-08-11,0.6849,76.390208,-68.110545,0.9302
2023-08-12,0.7723,76.390208,-68.110545,1.0
2023-08-14,0.4618,76.390208,-68.110545,0.1131
